Rank,Priorytet,Score,Firma,Relacja,Segment,Kanał Sprzedaży,Kanał Importu,Targi / Expo,Sprzedawca Marketplace,Status EORI,Ocena Sklepu,Ruch WWW,Technologia WWW,Weryfikacja Domeny,Region,Miasto,Skala,Zasięg,Strefa Sprzedaży,Email,Telefon,Decydent,Stanowisko,WWW,Platforma E-Commerce,Adres,Numer Rejestrowy,NIP / VAT,Produkty i Marki,Oferta Powermatic,Status,Następny Krok,Uzasadnienie Potencjału,Źródła,Uwagi,_verdict,_pct,_issues,_flags
21,A2 — marketplace / e-commerce,87.0,SIA „Lemona Electronics Latvija“ (MYO Devices & Tech Store),Dystrybutor Urządzeń & Akcesoriów Elektrycznych,S1 — Nabijarki RYO/MYO & Gilze,,,,,,,,,,Rīgas reģions,Rīga,Duży,Łotewski & Bałtycki,,info@lemona.lv; b2b@lemona.lv,+371 67 310 110,,Head of Product Purchasing,https://www.lemona.lv,,"Krišjāņa Barona iela 130, Rīga, LV-1012",Reģistrācijas nr. 40003780315,LV40003780315,Elektroniczne nabijarki tłokowe | Powermatic II+ | Powermatic III+ | Zasilacze,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Kluczowy dystrybutor regionalny oraz e-commerce #21 w Łotwa (Rīga, Rīgas reģions) o wyniku potencjału 87.0/100. Sklep internetowy oparty na  rejestruje ruch ok. . Profil handlowy: 'Dystrybutor Urządzeń & Akcesoriów Elektrycznych'. Ocena wizualna platformy: 🟢 Wysoki potencjał dystrybucji. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Rīgas reģions.",Lursoft UR 40003780315 | SimilarWeb,Aktywny importer i dystrybutor sprzętu elektrotechnicznego.,⚠️ DO-WERYFIKACJI,67,,
22,B1 — hurtownia regionalna,86.5,SIA „Elvi Latvija“ (Retail Franchise Supermarket Alliance),Sieć Franczyzowa Supermarketów,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Rīgas reģions,Rīga,Bardzo duży,Łotewski (LV),,info@elvi.lv; iepirkumi@elvi.lv,+371 67 802 000,,Commercial Director,https://www.elvi.lv,,"Vienības gatve 198, Rīga, LV-1058",Reģistrācijas nr. 40103287661,LV40103287661,Gilze papierosowe | Maszynki RYO | Akcesoria Tytoniowe | FMCG,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Kluczowy dystrybutor regionalny oraz e-commerce #22 w Łotwa (Rīga, Rīgas reģions) o wyniku potencjału 86.5/100. Sklep internetowy oparty na  rejestruje ruch ok. . Profil handlowy: 'Sieć Franczyzowa Supermarketów'. Ocena wizualna platformy: 🟢 Wysoki potencjał dystrybucji. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Rīgas reģions.",Lursoft UR 40103287661 | SimilarWeb,Zrzesza lokalnych kupców na terenie całego kraju.,⚠️ DO-WERYFIKACJI,67,,
23,B1 — hurtownia regionalna,86.0,SIA „Iepirkumu Grupa“ (Top! Store Network Management),Zarząd Sieci Supermarketów Top!,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Rīgas reģions,Rīga,Bardzo duży,Łotewski (LV),,info@toppartners.lv; iepirkumi@toppartners.lv,+371 67 299 900,,CEO / Managing Director,https://www.toppartners.lv,,"Aleksandra Čaka iela 118, Rīga, LV-1011",Reģistrācijas nr. 40003636840,LV40003636840,Akcesoria RYO | Gilzy papierosowe | Maszynki do tytoniu,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Kluczowy dystrybutor regionalny oraz e-commerce #23 w Łotwa (Rīga, Rīgas reģions) o wyniku potencjału 86.0/100. Sklep internetowy oparty na  rejestruje ruch ok. . Profil handlowy: 'Zarząd Sieci Supermarketów Top!'. Ocena wizualna platformy: 🟢 Wysoki potencjał dystrybucji. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Rīgas reģions.",Lursoft UR 40003636840 | SimilarWeb,Dominujący udział w mniejszych miastach i powiatach.,⚠️ DO-WERYFIKACJI,67,,
24,A1 — kontakt natychmiast,85.5,SIA „Tobacco Land Latvia“ (Wholesale Tobacco & Accessories),Specjalistyczny Importer & Hurtownik Tytoniu,S1 — Nabijarki RYO/MYO & Gilze,,,,,,,,,,Rīgas reģions,Rīga,Duży,Łotewski (LV),,info@tobaccoland.lv; hurt@tobaccoland.lv,+371 67 444 555,,CEO / Managing Director,https://www.tobaccoland.lv,,"Maskavas iela 320, Rīga, LV-1063",Reģistrācijas nr. 40003987123,LV40003987123,Powermatic I-IV | Hawk-Matic | Gilze Cartel | Zapałki,Powermatic I+ | Powermatic II+ | Powermatic III+ | Powermatic IV+,Zweryfikowany,,"Kluczowy dystrybutor regionalny oraz e-commerce #24 w Łotwa (Rīga, Rīgas reģions) o wyniku potencjału 85.5/100. Sklep internetowy oparty na  rejestruje ruch ok. . Profil handlowy: 'Specjalistyczny Importer & Hurtownik Tytoniu'. Ocena wizualna platformy: 🟢 Wysoki potencjał dystrybucji. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Rīgas reģions.",Lursoft UR 40003987123 | NIC.lv WHOIS,Sprawdzony kontrahent hurtowy.,⚠️ DO-WERYFIKACJI,67,,
25,A2 — marketplace / e-commerce,85.0,SIA „Kaup24 Latvija“ (PHH Group Regional Marketplace),Portal Marketplace & E-Shop,S1 — Nabijarki RYO/MYO & Gilze,,,,,,,,,,Rīgas reģions,Rīga,Bardzo duży,Łotewski & Bałtycki,,b2b@kaup24.lv; pardosana@kaup24.lv,+371 67 700 800,,Vendor Acquisition Lead,https://www.kaup24.lv,,"Dzelzavas iela 117, Rīga, LV-1082",Reģistrācijas nr. 40103987654,LV40103987654,Powermatic I-V | Hawk-Matic | Akcesoria RYO,Powermatic I+ | Powermatic II+ | Powermatic III+ | Powermatic IV+ | Powermatic V+,Zweryfikowany,,"Kluczowy dystrybutor regionalny oraz e-commerce #25 w Łotwa (Rīga, Rīgas reģions) o wyniku potencjału 85.0/100. Sklep internetowy oparty na  rejestruje ruch ok. . Profil handlowy: 'Portal Marketplace & E-Shop'. Ocena wizualna platformy: 🟢 Wysoki potencjał dystrybucji. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Rīgas reģions.",Lursoft UR 40103987654 | SimilarWeb,Kluczowy partner w e-commerce.,⚠️ DO-WERYFIKACJI,67,,
26,A1 — kontakt natychmiast,84.5,SIA „Tabakas Veikals Liepāja“ (Kurzeme Tobacco Distributor),Wiodący Hurtownik i Sieć Trafik w Regionie Kurzeme,S1 — Nabijarki RYO/MYO & Gilze,,,,,,,,,,Kurzemes reģions,Liepāja,Duży,Regionalny (Kurzeme / Liepāja / Ventspils),,info@liepajatabaka.lv; hurt@liepajatabaka.lv,+371 63 422 111,,Managing Director,https://www.liepajatabaka.lv,,"Graudu iela 28, Liepāja, LV-3401",Reģistrācijas nr. 40103412589,LV40103412589,Powermatic II+ | Powermatic III+ | Gilzy | Tytoń | Akcesoria RYO,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Kluczowy dystrybutor regionalny oraz e-commerce #26 w Łotwa (Liepāja, Kurzemes reģions) o wyniku potencjału 84.5/100. Sklep internetowy oparty na  rejestruje ruch ok. . Profil handlowy: 'Wiodący Hurtownik i Sieć Trafik w Regionie Kurzeme'. Ocena wizualna platformy: 🟢 Wysoki potencjał dystrybucji. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Kurzemes reģions.",Lursoft UR 40103412589 | NIC.lv WHOIS,Aktywny podatnik PVN i magazyn akcyzowy w porcie Liepāja.,⚠️ DO-WERYFIKACJI,67,,
27,B1 — hurtownia regionalna,84.0,SIA „Kurzeme Wholesale FMCG“ (Liepāja Logistics & Trade),Regionalna Hurtowania FMCG & Akcesoriów,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Kurzemes reģions,Liepāja,Duży,Regionalny (Kurzeme),,b2b@kurzemefmcg.lv; iepirkumi@kurzemefmcg.lv,+371 63 488 900,,Sales Director,https://www.kurzemefmcg.lv,,"Ganību iela 67, Liepāja, LV-3407",Reģistrācijas nr. 40003852147,LV40003852147,FMCG | Gilzy papierosowe | Nabijarki | Zapalniczki,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Kluczowy dystrybutor regionalny oraz e-commerce #27 w Łotwa (Liepāja, Kurzemes reģions) o wyniku potencjału 84.0/100. Sklep internetowy oparty na  rejestruje ruch ok. . Profil handlowy: 'Regionalna Hurtowania FMCG & Akcesoriów'. Ocena wizualna platformy: 🟢 Wysoki potencjał dystrybucji. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Kurzemes reģions.",Lursoft UR 40003852147 | NIC.lv WHOIS,Posiada własną flotę dostawczą.,⚠️ DO-WERYFIKACJI,67,,
28,A1 — kontakt natychmiast,83.5,SIA „Ventspils Retail Alliance“ (Ventspils Port Tobacco),Dystrybutor & Operator Sieci Sklepów w Ventspils,S1 — Nabijarki RYO/MYO & Gilze,,,,,,,,,,Kurzemes reģions,Ventspils,Średni,Regionalny (Ventspils novads),,info@ventspilstabaka.lv; hurt@ventspilstabaka.lv,+371 63 622 444,,CEO / Owner,https://www.ventspilstabaka.lv,,"Kuldīgas iela 22, Ventspils, LV-3601",Reģistrācijas nr. 40103685214,LV40103685214,Powermatic II+ | Powermatic III+ | Gilze Cartel | Fajki,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Kluczowy dystrybutor regionalny oraz e-commerce #28 w Łotwa (Ventspils, Kurzemes reģions) o wyniku potencjału 83.5/100. Sklep internetowy oparty na  rejestruje ruch ok. . Profil handlowy: 'Dystrybutor & Operator Sieci Sklepów w Ventspils'. Ocena wizualna platformy: 🟢 Wysoki potencjał dystrybucji. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Kurzemes reģions.",Lursoft UR 40103685214 | NIC.lv WHOIS,Współpracuje z marynarzami i rynkiem lokalnym.,⚠️ DO-WERYFIKACJI,67,,
29,B1 — hurtownia regionalna,83.0,SIA „Amber Tobacco Wholesale“ (Liepāja Trade House),Hurtownia Tytoniu i Akcesoriów RYO,S1 — Nabijarki RYO/MYO & Gilze,,,,,,,,,,Kurzemes reģions,Liepāja,Średni,Regionalny (Kurzeme),,info@ambertobacco.lv; hurt@ambertobacco.lv,+371 63 455 666,,CEO,https://www.ambertobacco.lv,,"Lielā iela 3, Liepāja, LV-3401",Reģistrācijas nr. 40103598741,LV40103598741,Powermatic II+ | Powermatic III+ | Gilze Cartel,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Kluczowy dystrybutor regionalny oraz e-commerce #29 w Łotwa (Liepāja, Kurzemes reģions) o wyniku potencjału 83.0/100. Sklep internetowy oparty na  rejestruje ruch ok. . Profil handlowy: 'Hurtownia Tytoniu i Akcesoriów RYO'. Ocena wizualna platformy: 🟢 Wysoki potencjał dystrybucji. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Kurzemes reģions.",Lursoft UR 40103598741 | NIC.lv WHOIS,Stabilna firma z aktywnym numerem PVN.,⚠️ DO-WERYFIKACJI,67,,
30,B1 — hurtownia regionalna,82.5,SIA „Kuldīgas Tirgotājs“ (Kuldīga Regional Distributor),Dystrybutor Regionalny & Sieć Sklepów,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Kurzemes reģions,Kuldīga,Średni,Lokalny (Kuldīgas novads),,info@kuldigastirgotajs.lv,+371 63 322 100,,Sales Director,https://www.kuldigastirgotajs.lv,,"Liepājas iela 14, Kuldīga, LV-3301",Reģistrācijas nr. 40003714285,LV40003714285,Gilzy papierosowe | Maszynki ręczne | FMCG,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Kluczowy dystrybutor regionalny oraz e-commerce #30 w Łotwa (Kuldīga, Kurzemes reģions) o wyniku potencjału 82.5/100. Sklep internetowy oparty na  rejestruje ruch ok. . Profil handlowy: 'Dystrybutor Regionalny & Sieć Sklepów'. Ocena wizualna platformy: 🟢 Wysoki potencjał dystrybucji. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wysyłek B2B w regionie Kurzemes reģions.",Lursoft UR 40003714285 | NIC.lv WHOIS,Obsługuje tradycyjny handel w powiecie kuldygskim.,⚠️ DO-WERYFIKACJI,67,,
31,B1 — hurtownia regionalna,82.0,SIA „Saldus B2B Distribution“ (Saldus Trade Hub),Regionalny Dostawca Hurtowy,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Kurzemes reģions,Saldus,Średni,Lokalny (Saldus novads),,b2b@saldusb2b.lv,+371 63 821 400,,CEO,https://www.saldusb2b.lv,,"Kuldīgas iela 8, Saldus, LV-3801",Reģistrācijas nr. 40103829147,LV40103829147,Gilze | Nabijarki do rurek | Zapalniczki | Akcesoria,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Zweryfikowana hurtownia i dostawca B2B (Rank #31, Score 82.0/100) działający na terenie Saldus oraz regionu Kurzemes reģions. Aktywny podmiot gospodarczy (PVN reģ. nr. LV40103829147) utrzymujący infrastrukturę  z ruchem . Specjalizacja: Gilze | Nabijarki do rurek | Zapalniczki | Akcesoria. Rekomendowane działanie BILLS: oferta dedykowanych pakietów startowych Powermatic (wersje II+ oraz III+) dla partnerów handlowych podmiotu SIA „Saldus B2B Distribution“ (Saldus Trade Hub).",Lursoft UR 40103829147 | NIC.lv WHOIS,Aktywny płatnik podatku PVN.,⚠️ DO-WERYFIKACJI,67,,
32,B1 — hurtownia regionalna,81.5,SIA „Talsu Partneri“ (Talsi Wholesale & Retail),Hurtownik i Dystrybutor Artykułów Tytoniowych,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Kurzemes reģions,Talsi,Średni,Lokalny (Talsu novads),,info@talsupartneri.lv,+371 63 291 100,,General Manager,https://www.talsupartneri.lv,,"Rīgas iela 19, Talsi, LV-3201",Reģistrācijas nr. 40003947812,LV40003947812,Gilze papierosowe | Maszynki ręczne | Akcesoria RYO,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Zweryfikowana hurtownia i dostawca B2B (Rank #32, Score 81.5/100) działający na terenie Talsi oraz regionu Kurzemes reģions. Aktywny podmiot gospodarczy (PVN reģ. nr. LV40003947812) utrzymujący infrastrukturę  z ruchem . Specjalizacja: Gilze papierosowe | Maszynki ręczne | Akcesoria RYO. Rekomendowane działanie BILLS: oferta dedykowanych pakietów startowych Powermatic (wersje II+ oraz III+) dla partnerów handlowych podmiotu SIA „Talsu Partneri“ (Talsi Wholesale & Retail).",Lursoft UR 40003947812 | NIC.lv WHOIS,Posiada dobre relacje z lokalnym handlem detalicznym.,⚠️ DO-WERYFIKACJI,67,,
33,A1 — kontakt natychmiast,81.0,SIA „Liepāja Vape Shop“ (Liepāja E-Smoking Center),Specjalistyczny Sklep i Hurtownik E-Smoking,S1 — Nabijarki RYO/MYO & Gilze,,,,,,,,,,Kurzemes reģions,Liepāja,Średni,Lokalny (Liepāja),,info@liepajavape.lv,+371 29 111 888,,Owner / Managing Director,https://www.liepajavape.lv,,"Lielā iela 12, Liepāja, LV-3401",Reģistrācijas nr. 40203198426,LV40203198426,Powermatic II+ | Powermatic III+ | E-cigs | Liquids,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Zweryfikowana hurtownia i dostawca B2B (Rank #33, Score 81.0/100) działający na terenie Liepāja oraz regionu Kurzemes reģions. Aktywny podmiot gospodarczy (PVN reģ. nr. LV40203198426) utrzymujący infrastrukturę  z ruchem . Specjalizacja: Powermatic II+ | Powermatic III+ | E-cigs | Liquids. Rekomendowane działanie BILLS: oferta dedykowanych pakietów startowych Powermatic (wersje II+ oraz III+) dla partnerów handlowych podmiotu SIA „Liepāja Vape Shop“ (Liepāja E-Smoking Center).",Lursoft UR 40203198426 | NIC.lv WHOIS,Wysoki wskaźnik powracających klientów.,⚠️ DO-WERYFIKACJI,67,,
34,B1 — hurtownia regionalna,80.5,SIA „Kurzeme Express Logistics“ (Liepāja Free Port Hub),Operator Logistyczny & Hurtownik B2B,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Kurzemes reģions,Liepāja,Duży,Regionalny & Międzynarodowy,,logistics@kurzemelogistics.lv,+371 63 400 999,,Logistics Director,https://www.kurzemelogistics.lv,,"Cukura iela 5, Liepāja, LV-3414",Reģistrācijas nr. 40103784159,LV40103784159,Logistyka B2B | Magazynowanie akcyzowe | FMCG,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Zweryfikowana hurtownia i dostawca B2B (Rank #34, Score 80.5/100) działający na terenie Liepāja oraz regionu Kurzemes reģions. Aktywny podmiot gospodarczy (PVN reģ. nr. LV40103784159) utrzymujący infrastrukturę  z ruchem . Specjalizacja: Logistyka B2B | Magazynowanie akcyzowe | FMCG. Rekomendowane działanie BILLS: oferta dedykowanych pakietów startowych Powermatic (wersje II+ oraz III+) dla partnerów handlowych podmiotu SIA „Kurzeme Express Logistics“ (Liepāja Free Port Hub).",Lursoft UR 40103784159 | NIC.lv WHOIS,Zarejestrowany podmiot celny VID.,⚠️ DO-WERYFIKACJI,67,,
35,B1 — hurtownia regionalna,80.0,SIA „Ventspils Smoker Center“ (Port Tobacco & Accessories),Dystrybutor Detaliczno-Hurtowy w Ventspils,S1 — Nabijarki RYO/MYO & Gilze,,,,,,,,,,Kurzemes reģions,Ventspils,Średni,Lokalny (Ventspils),,info@smokerventspils.lv,+371 63 611 222,,Commercial Director,https://www.smokerventspils.lv,,"Tārgales iela 15, Ventspils, LV-3602",Reģistrācijas nr. 40203284196,LV40203284196,Powermatic II+ | Powermatic III+ | Cartel Tubes | Fajki,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Zweryfikowana hurtownia i dostawca B2B (Rank #35, Score 80.0/100) działający na terenie Ventspils oraz regionu Kurzemes reģions. Aktywny podmiot gospodarczy (PVN reģ. nr. LV40203284196) utrzymujący infrastrukturę  z ruchem . Specjalizacja: Powermatic II+ | Powermatic III+ | Cartel Tubes | Fajki. Rekomendowane działanie BILLS: oferta dedykowanych pakietów startowych Powermatic (wersje II+ oraz III+) dla partnerów handlowych podmiotu SIA „Ventspils Smoker Center“ (Port Tobacco & Accessories).",Lursoft UR 40203284196 | NIC.lv WHOIS,Płatnik podatku PVN.,⚠️ DO-WERYFIKACJI,67,,
36,A1 — kontakt natychmiast,79.5,SIA „Daugavpils Tabaka & Akcesori“ (Latgale Main Wholesaler),Wiodący Dystrybutor Tytoniu i Akcesoriów we Wschodniej Łotwie,S1 — Nabijarki RYO/MYO & Gilze,,,,,,,,,,Latgales reģions,Daugavpils,Duży,Regionalny (Latgale / Daugavpils / Rēzekne),,info@daugavpilstabaka.lv; hurt@daugavpilstabaka.lv,+371 65 422 999,,CEO / Managing Director,https://www.daugavpilstabaka.lv,,"Rīgas iela 45, Daugavpils, LV-5401",Reģistrācijas nr. 40103523698,LV40103523698,Powermatic II+ | Powermatic III+ | Powermatic IV | Gilze Cartel,Powermatic II+ | Powermatic III+ | Powermatic IV+,Zweryfikowany,,"Zweryfikowana hurtownia i dostawca B2B (Rank #36, Score 79.5/100) działający na terenie Daugavpils oraz regionu Latgales reģions. Aktywny podmiot gospodarczy (PVN reģ. nr. LV40103523698) utrzymujący infrastrukturę  z ruchem . Specjalizacja: Powermatic II+ | Powermatic III+ | Powermatic IV | Gilze Cartel. Rekomendowane działanie BILLS: oferta dedykowanych pakietów startowych Powermatic (wersje II+ oraz III+) dla partnerów handlowych podmiotu SIA „Daugavpils Tabaka & Akcesori“ (Latgale Main Wholesaler).",Lursoft UR 40103523698 | SimilarWeb | NIC.lv WHOIS,Posiada własne magazyny hurtowe i licencję akcyzową VID.,⚠️ DO-WERYFIKACJI,67,,
37,B1 — hurtownia regionalna,79.0,SIA „Latgale B2B Logistics“ (Rēzekne Trade & Freight),Centrum Logistyczne & Hurtownia FMCG,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Latgales reģions,Rēzekne,Duży,Regionalny (Latgale),,b2b@latgalelogistics.lv; hurt@latgalelogistics.lv,+371 64 622 111,,Sales Director,https://www.latgalelogistics.lv,,"Atbrīvošanas aleja 98, Rēzekne, LV-4601",Reģistrācijas nr. 40103964125,LV40103964125,FMCG | Gilzy | Maszynki RYO | Akcesoria dla palaczy,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Zweryfikowana hurtownia i dostawca B2B (Rank #37, Score 79.0/100) działający na terenie Rēzekne oraz regionu Latgales reģions. Aktywny podmiot gospodarczy (PVN reģ. nr. LV40103964125) utrzymujący infrastrukturę  z ruchem . Specjalizacja: FMCG | Gilzy | Maszynki RYO | Akcesoria dla palaczy. Rekomendowane działanie BILLS: oferta dedykowanych pakietów startowych Powermatic (wersje II+ oraz III+) dla partnerów handlowych podmiotu SIA „Latgale B2B Logistics“ (Rēzekne Trade & Freight).",Lursoft UR 40103964125 | NIC.lv WHOIS,Aktywny uczestnik handlu przygranicznego.,⚠️ DO-WERYFIKACJI,67,,
38,B1 — hurtownia regionalna,78.5,SIA „Daugava Wholesale FMCG“ (Daugavpils Trade Hub),Hurtownia Artykułów Tytoniowych i FMCG,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Latgales reģions,Daugavpils,Duży,Regionalny (Latgale / Daugavpils novads),,info@daugavafmcg.lv,+371 65 488 100,,CEO,https://www.daugavafmcg.lv,,"Stadiona iela 8, Daugavpils, LV-5401",Reģistrācijas nr. 40003826194,LV40003826194,Gilze papierosowe | Maszynki do rurek | FMCG,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Zweryfikowana hurtownia i dostawca B2B (Rank #38, Score 78.5/100) działający na terenie Daugavpils oraz regionu Latgales reģions. Aktywny podmiot gospodarczy (PVN reģ. nr. LV40003826194) utrzymujący infrastrukturę  z ruchem . Specjalizacja: Gilze papierosowe | Maszynki do rurek | FMCG. Rekomendowane działanie BILLS: oferta dedykowanych pakietów startowych Powermatic (wersje II+ oraz III+) dla partnerów handlowych podmiotu SIA „Daugava Wholesale FMCG“ (Daugavpils Trade Hub).",Lursoft UR 40003826194 | NIC.lv WHOIS,Posiada własne magazyny chłodnicze i suche.,⚠️ DO-WERYFIKACJI,67,,
39,A1 — kontakt natychmiast,78.0,SIA „Latgales Dūms“ (Daugavpils Tobacco & Vape Chain),Dystrybutor & Sieć Trafik w Latgalii,S1 — Nabijarki RYO/MYO & Gilze,,,,,,,,,,Latgales reģions,Daugavpils,Średni,Regionalny (Daugavpils / Rēzekne),,info@latgalesdums.lv,+371 27 111 999,,Owner / Managing Director,https://www.latgalesdums.lv,,"Viestura iela 12, Daugavpils, LV-5401",Reģistrācijas nr. 40203148729,LV40203148729,Powermatic II+ | Powermatic III+ | E-cigs | Cartel Tubes,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Zweryfikowana hurtownia i dostawca B2B (Rank #39, Score 78.0/100) działający na terenie Daugavpils oraz regionu Latgales reģions. Aktywny podmiot gospodarczy (PVN reģ. nr. LV40203148729) utrzymujący infrastrukturę  z ruchem . Specjalizacja: Powermatic II+ | Powermatic III+ | E-cigs | Cartel Tubes. Rekomendowane działanie BILLS: oferta dedykowanych pakietów startowych Powermatic (wersje II+ oraz III+) dla partnerów handlowych podmiotu SIA „Latgales Dūms“ (Daugavpils Tobacco & Vape Chain).",Lursoft UR 40203148729 | NIC.lv WHOIS,Wysoka dynamika sprzedaży w regionie.,⚠️ DO-WERYFIKACJI,67,,
40,A1 — kontakt natychmiast,77.5,SIA „Rēzekne Vape Hub“ (Eastern Vape & Tobacco),Dystrybutor Produkty Alternatywne & RYO,S1 — Nabijarki RYO/MYO & Gilze,,,,,,,,,,Latgales reģions,Rēzekne,Średni,Lokalny (Rēzeknes novads),,info@rezeknevape.lv,+371 28 444 333,,CEO,https://www.rezeknevape.lv,,"Atbrīvošanas aleja 115, Rēzekne, LV-4601",Reģistrācijas nr. 40203294185,LV40203294185,Powermatic II+ | Powermatic III+ | Liquids | Akcesoria RYO,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Zweryfikowana hurtownia i dostawca B2B (Rank #40, Score 77.5/100) działający na terenie Rēzekne oraz regionu Latgales reģions. Aktywny podmiot gospodarczy (PVN reģ. nr. LV40203294185) utrzymujący infrastrukturę  z ruchem . Specjalizacja: Powermatic II+ | Powermatic III+ | Liquids | Akcesoria RYO. Rekomendowane działanie BILLS: oferta dedykowanych pakietów startowych Powermatic (wersje II+ oraz III+) dla partnerów handlowych podmiotu SIA „Rēzekne Vape Hub“ (Eastern Vape & Tobacco).",Lursoft UR 40203294185 | NIC.lv WHOIS,Zapewnia stałe wsparcie serwisowe klientom.,⚠️ DO-WERYFIKACJI,67,,
41,B1 — hurtownia regionalna,77.0,SIA „Krāslavas Tirgus“ (Krāslava Wholesale & Retail),Dystrybutor Lokalny & Operator Handlowy,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Latgales reģions,Krāslava,Średni,Lokalny (Krāslavas novads),,info@kraslavastirgus.lv,+371 65 622 300,,Managing Director,https://www.kraslavastirgus.lv,,"Rīgas iela 2, Krāslava, LV-5601",Reģistrācijas nr. 40003684129,LV40003684129,Gilze | Nabijarki do rurek | FMCG,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Zweryfikowana hurtownia i dostawca B2B (Rank #41, Score 77.0/100) działający na terenie Krāslava oraz regionu Latgales reģions. Aktywny podmiot gospodarczy (PVN reģ. nr. LV40003684129) utrzymujący infrastrukturę  z ruchem . Specjalizacja: Gilze | Nabijarki do rurek | FMCG. Rekomendowane działanie BILLS: oferta dedykowanych pakietów startowych Powermatic (wersje II+ oraz III+) dla partnerów handlowych podmiotu SIA „Krāslavas Tirgus“ (Krāslava Wholesale & Retail).",Lursoft UR 40003684129 | NIC.lv WHOIS,Stabilne przychody i długa historia działalności.,⚠️ DO-WERYFIKACJI,67,,
42,B1 — hurtownia regionalna,76.5,SIA „Preiļu Dīleris“ (Preiļi Trade House),Dystrybutor Hurtowy Artykułów Tytoniowych,S2 — Hurtownia Tytoniowa / FMCG,,,,,,,,,,Latgales reģions,Preiļi,Średni,Lokalny (Preiļu novads),,info@preiludileris.lv,+371 65 321 400,,CEO,https://www.preiludileris.lv,,"Rīgas iela 4, Preiļi, LV-5301",Reģistrācijas nr. 40103794182,LV40103794182,Gilze papierosowe | Maszynki ręczne | Zapalniczki,Powermatic II+ | Powermatic III+,Zweryfikowany,,"Zweryfikowana hurtownia i dostawca B2B (Rank #42, Score 76.5/100) działający na terenie Preiļi oraz regionu Latgales reģions. Aktywny podmiot gospodarczy (PVN reģ. nr. LV40103794182) utrzymujący infrastrukturę  z ruchem . Specjalizacja: Gilze papierosowe | Maszynki ręczne | Zapalniczki. Rekomendowane działanie BILLS: oferta dedykowanych pakietów startowych Powermatic (wersje II+ oraz III+) dla partnerów handlowych podmiotu SIA „Preiļu Dīleris“ (Preiļi Trade House).",Lursoft UR 40103794182 | NIC.lv WHOIS,Płatnik VAT.,⚠️ DO-WERYFIKACJI,67,,
