score,whale,country,iso,id,name,miasto,kategoria,tier,powinowactwo,wolumen,confidence,kanal,email,telefon,www,decydent,notatki,flagi
4,,Estonia,EE,EE-B-014,Karisma Food OÜ,Tallinn,B1,hurtownik,3,duży,🟢,B2B,info@karismafood.ee,+372 661 6032,https://karismafood.ee,Ando Laine,"B-tier hurt FMCG (EMTAK 46.31 — owoce/warzywa). 108 pracowników. Prawdopodobnie NIE ma tytoniu, ale warty follow-up call. Była Vegelog OÜ (zmiana nazwy). | 108 pracowników (BalticFirms.eu 2025)",2026-08-31 ✅ FROZEN (API)
4,,Estonia,EE,EE-B-015,Fazer Eesti OÜ,Tallinn,B1,hurtownik,3,średni,🟢,B2B,info@fazer.ee,,https://www.fazer.ee,Anne Mere,"B-tier hurt FMCG (EMTAK 46.36 — cukier/czekolada). 88 pracowników, obecny w EE od 1993. Część Fazer Group (Nordic). Prawdopodobnie NIE ma tytoniu. | 88 pracowników, founded 1993",2026-08-31 ✅ FROZEN (API)
4,,Estonia,EE,EE-B-016,Nordista OÜ,Tartu,B1,hurtownik,3,średni,🟢,B2B,info@nordista.eu,+372 740 4444,https://nordista.eu,Virko Antsov,B-tier hurt FMCG (EMTAK 46.39). 45 pracowników. Tartu = Południowa Estonia. Wymaga follow-up call | Hurtownik FMCG + e-papierosy + tytoń (Tartu). VAT EE102273421. | 45 pracowników (BalticFirms.eu 2025,2026-08-31 ✅ FROZEN (API)
4,,Estonia,EE,EE-B-019,British American Tobacco Estonia AS,Tallinn,B1,producent,4,duży,🟢,,info@bat.ee,+372 684 0000,,Michelangelo Perini,"Kluczowy dystrybutor regionalny oraz e-commerce #18 w Estonia (Tallinn, Harju maakond) o wyniku potencjału 75/100. Sklep internetowy oparty na rejestruje ruch ok. Medium. Profil handlowy: 'Dystrybutor",2026-08-31 ✅ FROZEN (API)
4,,Estonia,EE,EE-B-021,CTB OÜ,Tallinn,B2,reseller,4,mały,🟢,,info@ctb.ee,,,Juhan Kikkas,"Kluczowy dystrybutor regionalny oraz e-commerce #23 w Estonia (Tallinn, Harju maakond) o wyniku potencjału 62/100. Sklep internetowy oparty na rejestruje ruch ok. Low. Profil handlowy: 'Dystrybutor Ty",2026-08-31 ✅ FROZEN (API)
4,,Estonia,EE,EE-B-023,ALPI EESTI OÜ,Lehmja,B8,hurtownik,3,duży,🟢,Agencja celna + Skład akcyzowy (EE1B001780101),info@alpieesti.ee,+372 605 0600,https://www.alpieesti.ee,Tiit Roosve,Licencjonowany skład podatkowy i akcyzowy (Maksu- ja Tolliamet nr EE1B001780101) wyspecjalizowany w obsłudze importu/eksportu tytoniu | znakowaniu znakami akcyzy (MAIS) oraz odprawach celnych towarów ,2026-08-31 ✅ FROZEN (API)
4,,Estonia,EE,EE-B-026,KML Distribution OÜ,Tallinn,B1,hurtownik,3,średni,🟢,Hurt (EMTAK 46.35),kusti@reflekt.ee,+372 518 5948,,Kusti Laid,Dystrybutor hurtowy z licencją na hurt wyrobów tytoniowych (EMTAK 46.35) i FMCG z siedzibą w Tallinnie.,2026-08-31 ✅ FROZEN (API)
4,,Estonia,EE,EE-B-027,Jungent Estonia OÜ,,B5,mały,3,,,B2B wholesale,informacija@jungent.eu,+37180008840,https://www.jungent.eu/,,"EE 30-yr sales+distribution, sister Jungent Latvia + Jungent Lietuva | Multi-country: Jungent Group (EE+LV+LT)",FROZEN
4,,Francja,FR,FR-B-003,SAS BOUTTIER (Bouttier Ets),Auch,B8,hurtownik,4,duży,🟢,B2B (buralistes Grand Sud-Ouest),bouttier@bouttier.fr,+33 5 62 61 21 21,https://www.bouttier.fr,Michel BOUYSSY,Hurtownia artykułów dla buralistów w południowo-zachodniej Francji (Bretagne / Nouvelle-Aquitaine / Occitanie). Akredytacja Douane N°44.,2026-08-31 ✅ FROZEN (API)
4,,Francja,FR,FR-B-004,SAS MERCIER,Châtenoy-le-Royal,B8,hurtownik,4,duży,🟢,B2B (buralistes Centre-Est),francis@mercier.fr,+33 3 85 46 92 00,https://www.mercier.fr,CEDRIC CAMILLE MARCEL MERCIER,Hurtownia akcesoriów dla palaczy i buralistów w regionie Burgundia/Centre-Est. Akredytacja Douane N°47.,2026-08-31 ✅ FROZEN (API)
4,,Francja,FR,FR-B-005,PIPIERE ALSACIENNE (PIPAL SA),Erstein,B8,hurtownik,4,średni,🟢,B2B (buralistes Grand Est / Alzacja),cdiana@pipal.fr,+33 3 88 67 10 20,https://www.pipal.fr,Dominique Belliard,Specjalistyczny dystrybutor akcesoriów dla palaczy w Alzacji i północno-wschodniej Francji. Akredytacja Douane N°48.,(SIRENE) 2026-08-31 ✅ FROZEN (API)
4,,Francja,FR,FR-B-006,SAS SODIP (Groupe Néodis),Cournon-d'Auvergne,B8,hurtownik,4,duży,🟢,B2B (buralistes Auvergne / Owernia),sodip@sodip-neodis.fr,+33 4 73 28 84 00,https://www.sodip-neodis.fr,MICHEL BOUYSSY (BOUYSSY),Czołowa hurtownia artykułów dla buralistów w centralnej Francji (Groupe Néodis). Akredytacja Douane N°49.,2026-08-31 ✅ FROZEN (API)
4,,Francja,FR,FR-B-007,SAS SOCOPI N,Le Rheu,B8,hurtownik,4,duży,🟢,B2B (buralistes Bretagne / Ouest),socopi@socopi.fr,+33 2 99 14 60 60,https://www.socopi.fr,Marion Bizeul,Wiodący dystrybutor hurtowy artykułów dla buralistów w zachodniej Francji (Bretania/Normandia). Akredytacja Douane N°51.,2026-08-31 ✅ FROZEN (API)
4,,Francja,FR,FR-B-008,FIMAR SAS (MARTY),Rivesaltes,B8,hurtownik,4,duży,🟢,B2B (buralistes Sud / Occitanie),sa.marty@marty66.com,+33 4 68 64 06 64,https://www.marty66.com,PIPIERE ALSACIENNE,Hurtownia artykułów dla buralistów na południu Francji (Région Méditerranée). Akredytacja Douane N°56.,2026-08-31 ✅ FROZEN (API)
4,,Francja,FR,FR-B-009,EUROTAB-FRANCE SARL,Haudivillers,B8,hurtownik,4,duży,🟢,B2B (buralistes Hauts-de-France),sstroili@eurotab.fr,+33 3 44 79 50 00,https://www.eurotab.fr,Stefano Stroili,Akredytowany hurtownik wyrobów tytoniowych i artykułów dla palaczy w północnej Francji (Oise/Hauts-de-France). Akredytacja Douane N°68.,2026-08-31 ✅ FROZEN (API)
4,,Francja,FR,FR-B-010,ROYAL DISTRIBUTION SAS (Mistersmoke / T.D.N.),Lesquin,B8,hurtownik,5,duży,🟢,B2B grossiste + E-commerce (Mistersmoke),contact@mistersmoke.com,+33 3 20 90 56 56,https://www.mistersmoke.com,Alliance Holding,Czołowy francuski hurtownik artykułów dla palaczy i buralistów (operator Mistersmoke.com). Akredytacja Douane N°152. Dystrybutor nabijarek Powermatic | OCB Mikromatic | Zorr | Champ.,2026-08-31 ✅ FROZEN (API)
4,,Francja,FR,FR-B-011,SPI D CLIC SARL,La Farlède,B8,hurtownik,5,średni,🟢,B2B (grossiste-presse-tabac.fr) + E-commerce (tubeuse-cigarette-electrique.fr),contact@spi-discount.net,+33 4 94 30 00 00,https://www.tubeuse-cigarette-electrique.fr,Stève Phan,Wyspecjalizowany francuski importer i dystrybutor elektrycznych maszynek do nabijania tytoniu (Powermatic 5/4/2 | Champ) oraz wyłączny dystrybutor gilz Korona. | Brand/Web: SPI Discount / grossiste-pr,2026-08-31 ✅ FROZEN (API)
4,,Francja,FR,FR-B-012,POESCHL TOBACCO FRANCE (PTF),Rixheim,B8,hurtownik,4,duży,🟢,B2B buralistes / dystrybucja krajowa,info@poeschl-tobacco.com,+33 3 89 65 92 00,https://www.poeschl-tobacco.com,Alois Pöschl,Francuski oddział koncernu Pöschl Tabak. Dystrybucja wyrobów tytoniowych | tabak oraz osprzętu tytoniowego dla sieci buraliste we Francji.,2026-08-31 ✅ FROZEN (API)
4,,Litwa,LT,LT-B-002,UAB MV GROUP Distribution LT,Vilnius,B8,hurtownik,5,średni,🟢,,info@mvgroup.eu,+370 5 278 6000,https://mvgroup.eu,Marijus Cilcius,Official dystrybutor of BAT and House of Prince in Lithuania. Part of MV Group.,2026-08-31 ✅ FROZEN (API)
4,,Litwa,LT,LT-B-003,AB Imeda,Ignalina,B8,hurtownik,5,średni,🟢,,info@imeda.lt,+370 386 52333,https://imeda.lt,Gintaras Šimkūnas,FMCG and tobacco hurtownia in Ignalina.,2026-08-31 ✅ FROZEN (API)
4,,Litwa,LT,LT-B-004,UAB Raudonas skorpionas,Jonava,B8,hurtownik,5,średni,🟢,,info@raudonasskorpionas.lt,+370 349 52720,,,"Tobacco, food and alcohol hurtownia in Jonava.",2026-08-31 ✅ FROZEN (API)
4,,Litwa,LT,LT-B-007,UAB Vinges Terminalas,Bareikiškės,B8,hurtownik,4,duży,🟢,Logistyka celna i skład akcyzowy (AIS / VMI),vt@vingesterminalas.lt,+370 5 239 4500,https://www.vingesterminalas.lt,Marius Jadzevičius,Czołowy terminal logistyczny | skład celny i akcyzowy w rejonie Wilna (Minsko pl.). Specjalizacja w obsłudze importu i magazynowania wyrobów tytoniowych oraz nakładaniu znaków akcyzy (banderolės).,2026-08-31 ✅ FROZEN (API)
4,,Litwa,LT,LT-B-008,UAB Liteksportas,Bareikiškės,B8,hurtownik,4,średni,🟢,Skład akcyzowy i agencja celna,info@liteksportas.lt,+370 648 58899,https://www.liteksportas.lt,Kęstutis Babaliauskas,Skład celny i podatkowy dla wyrobów tytoniowych oraz agencja celna (muitinės tarpininkas) obsługująca odprawy celne i międzynarodowy tranzyt wyrobów akcyzowych.,2026-08-31 ✅ FROZEN (API)
4,,Litwa,LT,LT-B-009,"UAB ""Lavisos LEZ terminalas""",Biruliškės,B8,hurtownik,4,duży,🟢,Skład akcyzowy LEZ Kaunas + Banderolavimas,info@lez-terminalas.lt,+370 37 452 452,https://lez-terminalas.lt,Mindaugas Šimkus,Skład akcyzowy i wolnocłowy w Kauno LEZ (Karmėlava / Kowno) z procedurą zawieszenia akcyzy na wyroby tytoniowe | banderolowaniem i odprawami celnymi.,(RC Litwa / VIES) 2026-08-31 ✅ FROZEN (API)
4,,Mołdawia,MD,MD-B-004,Le Bridge Duty Free,,B5,duży,3,,,B2B wholesale,dermot@moodiedavittreport.com,,https://moodiedavittreport.com/moldovan-retailer-and-distributor-le-bridge-duty-free-prepares-to-open-border-and-airport-stores-131009/,,"MD Imperial+BAT importer-distributor, 4 border stores + Chisinau airport | Multi-country: Imperial/BAT cluster",FROZEN
4,,Rumunia,RO,RO-B-001,BRANDS INTERNATIONAL SRL,București,B8,hurtownik,5,średni,🟢,,office@brandsinternational.ro,+40 21 230 45 50,https://www.brandsinternational.ro,Carmina Fusté,"Importator și distribuitor de trabucuri, țigări de foi și accesorii RYO.",(ONRC) 2026-08-31 ✅ FROZEN (API)
4,,Rumunia,RO,RO-B-002,COLISEUM SA,Craiova,B4,reseller,4,średni,🟢,,office@coliseum.ro,+40 251 435 800,,Gabriella Offeddu,Distribuitor regional FMCG și wyrobów tytoniowych w Dolj.,(ONRC) 2026-08-31 ✅ FROZEN (API)
4,,Rumunia,RO,RO-B-003,ANGROSISTUL SRL,Buzău,B4,hurtownik,4,średni,🟢,,office@angrosistul.ro,+40 238 711 500,,Jorge Araya,Hurtownik i dystrybutor wyrobów tytoniowych i napojów w Buzău.,(ONRC) 2026-08-31 ✅ FROZEN (API)
4,,Rumunia,RO,RO-B-004,VINCOM DISTRIBUTION SRL,Brașov,B4,hurtownik,4,średni,🟢,,office@vincom.ro,+40 268 332 100,,CSABA FULOP,Dystrybutor regionalny w Okręgu Brașov.,(ONRC) 2026-08-31 ✅ FROZEN (API)
4,,Rumunia,RO,RO-B-005,SC LUXURYGIFTS SRL,Bragadiru,B4,hurtownik,5,średni,🟢,Sklepy stacjonarne + E-commerce (scluxurygifts.ro),contact@scluxurygifts.ro,+40 722 300 400,https://scluxurygifts.ro,BADEA MARIUS-ALEXANDRU,Dystrybutor akcesoriów dla palaczy i wyrobów tytoniowych w aglomeracji Bukaresztu. Oferta elektrycznych maszynek Powermatic II/III. | Brand/Web: scluxurygifts.ro,2026-08-31 ✅ FROZEN (API)
4,,Rumunia,RO,RO-B-007,TOTAL DISTRIBUTION GRUP PRODIMPEX SRL,Buzău,B4,hurtownik,4,średni,🟢,,office@tdg-prodimpex.ro,+40 238 715 656,,Marius Bălan,Hurtownik wyrobów tytoniowych i produktów FMCG w Buzău.,2026-08-31 ✅ FROZEN (API)
4,,Rumunia,RO,RO-B-008,PRIMONET RO SRL,București,B4,hurtownik,4,średni,🟢,,office@primonet.ro,+40 21 318 90 00,https://primonet.ro,Grigore Miclăuș,Dystrybutor akcesoriów i artykułów konsumpcyjnych. | Brand/Web: primonet.ro,(ONRC) 2026-08-31 ✅ FROZEN (API)
4,,Rumunia,RO,RO-B-009,J.T. INTERNATIONAL (ROMANIA) SRL,București,B9,hurtownik,4,średni,🟢,,contact.ro@jti.com,,https://www.jti.com/ro,Gabriella Offeddu,Rumuński oddział Japan Tobacco International — hurtowy dystrybutor wyrobów tytoniowych.,(ONRC) 2026-08-31 ✅ FROZEN (API)
4,,Rumunia,RO,RO-B-010,IMPERIAL BRANDS ROMANIA SRL,București,B9,hurtownik,4,średni,🟢,,info.ro@imptob.com,,https://www.imperialbrandsplc.com,Christian Münstermann,"Rumuński oddział Imperial Brands — dystrybucja hurtowa wyrobów tytoniowych i akcesoriów (Rizla, Mascotte, Gizeh, Davidoff).",(ONRC) 2026-08-31 ✅ FROZEN (API)
4,,Rumunia,RO,RO-B-011,BRITISH AMERICAN TOBACCO (ROMANIA) TRADING SRL,București,B9,hurtownik,4,średni,🟢,,contact.ro@bat.com,,https://www.bat.com,Ramona Ganea,Rumuński oddział British American Tobacco — hurtowy dystrybutor wyrobów tytoniowych.,(ONRC) 2026-08-31 ✅ FROZEN (API)
4,,Rumunia,RO,RO-B-012,TOBACCO LOGISTIC & MARKETING SRL,Târgu Jiu,B8,hurtownik,4,duży,🟢,Dystrybucja hurtowa wyrobów tytoniowych,office@tlm-distributie.ro,+40 253 211 100,,POPESCU IONUT,Duży hurtowy dystrybutor wyrobów tytoniowych i artykułów dla palaczy grupy Luzan w południowo-zachodniej Rumunii.,2026-08-31 ✅ FROZEN (API)
4,,Rumunia,RO,RO-B-014,RHENUS LOGISTICS SRL,Pitești,B8,hurtownik,4,duży,🟢,Logistyka celna i magazyn celny (Autoritatea Vamală Română),info.ro@rhenus.com,+40 248 207 000,https://www.rhenus.group/ro,Daniela Ionescu,Licencjonowany broker celny i operator magazynów celnych (Autoritatea Vamală Română) z obsługą odpraw celnych i logistyki wyrobów akcyzowych oraz maszynek do tytoniu.,2026-08-31 ✅ FROZEN (API)
4,,Serbia,RS,RS-B-016,Julieta D.O.O.,,B5,duży,3,,,B2B wholesale,davidoff_belgrade@julieta.biz,+381 62 202 282,https://julieta.biz,,"RS leading premium cigars importer/distributor, La Casa del Habano franchise, 3 Belgrade locations",FROZEN
4,,Słowacja,SK,SK-B-011,INN SMOKE s. r. o.,Banská Bystrica,B6,hurtownik,3,średni,🔴,Hurt B2B & E-commerce,info@cubapods.sk,+421 948 112 334,https://www.cubapods.sk,Peter Štefančík,Specjalistyczny hurtownik nikotynowych saszetek i e-papierosów z rejestracją celną. | Brand/Web: CubaPods.sk,(VIES / FinStat) 2026-08-31 ✅ FROZEN (API)
4,,Łotwa,LV,LV-B-002,SIA Leversa,Rīga,B8,hurtownik,4,średni,🟢,Hurt B2B,info@leversa.lv,+371 67381200,https://leversa.lv,Vadība SIA Leversa,Hurtownia artykułów tytoniowych i akcesoriów dla palaczy w Rydze.,2026-08-31 ✅ FROZEN (API)
4,,Łotwa,LV,LV-B-004,SIA Wellman Logistics,Salaspils,B8,hurtownik,4,duży,🟢,Logistyka celno-akcyzowa (VID),info@wellman.lv,+371 67887710,https://wellman.lv,Kristīne Kupcāne,Licencjonowany skład celny i akcyzowy (VID) z certyfikacją do obsługi i magazynowania wyrobów tytoniowych oraz nakładania znaków akcyzy (tax stamps) w rejonie Rygi (Salaspils).,2026-08-31 ✅ FROZEN (API)
4,,Łotwa,LV,LV-B-008,Delos Plus SIA,,B5,średni,3,,,B2B wholesale,redakcija@heise.lv,+371 67241505,https://balticexport.com/landingpage/delos-plus-sia,,"LV wholesale tobacco, Riga, reg 40003445720",FROZEN
4,,Łotwa,LV,LV-B-009,G & P Tobacco SIA,,B5,średni,3,,,B2B wholesale,redakcija@heise.lv,+371 67813516,https://balticexport.com/landingpage/g-p-tobacco-sia-272101,,"LV wholesale tobacco, Riga, reg 40103239254",FROZEN
3,,Bułgaria,BG,BG-B-006,BEST TABAKO EOOD (БЕСТ ТАБАКО),Sofia,B9,producent,5,średni,🟢,,info@besttabako.bg,+359 2 980 12 12,,Управител,Rejestr Ministerstwa Gospodarki BG: pełen łańcuch uprawnień do maszyn tytoniowych i RYO.,QS: 95/100 | 2026-08-31 ✅ FROZEN (API)
3,,Bułgaria,BG,BG-B-007,TABI DV OOD (ТАБИ ДВ),Plovdiv,B9,producent,5,średni,🟢,,info@tabidv.bg,+359 32 64 11 22,,Вячеслав Бурма,Rejestr Ministerstwa Gospodarki BG: uprawnienia do obrotu i produkcji maszyn tytoniowych w Płowdiwie.,QS: 95/100 | 2026-08-31 ✅ FROZEN (API)
3,,Bułgaria,BG,BG-B-008,VEKTOR 7 OOD (ВЕКТОР 7),Sofia,B9,producent,5,średni,🟢,,info@vektor7.bg,+359 2 870 11 22,,Управител,Rejestr Ministerstwa Gospodarki BG: uprawnienia do importu i wprowadzania maszyn tytoniowych na terytorium BG.,QS: 95/100 | 2026-08-31 ✅ FROZEN (API)
3,,Bułgaria,BG,BG-B-009,GAGARIN COMPANY EOOD (ГАГАРИН КЪМПАНИ),Plovdiv,B9,producent,5,średni,🟢,,info@gagarin.bg,+359 32 90 11 22,https://www.gagarin.bg,Управител,Rejestr Ministerstwa Gospodarki BG: park maszynowy i uprawnienia przemysłowe w strefie Plovdiv Trakiya.,QS: 95/100 | 2026-08-31 ✅ FROZEN (API)
3,,Bułgaria,BG,BG-B-012,ПЕН ШОП ГРУП ЕООД (Pen Shop Group),Sofia,B4,hurtownik,3,średni,🟢,,office@giftgroup.bg,+359 2 974 55 00,https://giftgroup.bg,Николай Цветанов Божинов,Oficjalny importer i hurtownik Zippo oraz akcesoriów dla palaczy.,2026-08-31 ✅ FROZEN (API)
3,,Francja,FR,FR-B-002,SAS COPROVA,Paris,B8,hurtownik,3,duży,🟢,B2B (buralistes / civettes),direction.generale@coprova.com,+33 1 44 84 30 00,https://www.coprova.com,Enrique Cruz Rojas,Akredytowany dostawca celny wyrobów tytoniowych i akcesoriów we Francji (licencja Douane N°16).,2026-08-31 ✅ FROZEN (API)
3,,Litwa,LT,LT-B-005,MB Himalajai,Vilnius,B4,hurtownik,3,średni,🟢,,info@rastamanas.lt,+370 655 57766,https://rastamanas.lt,,Smoking accessories and specialized retail/B2B operator. | Brand/Web: Rastamanas.lt,2026-08-31 ✅ FROZEN (API)
3,,Litwa,LT,LT-B-010,UAB Reto,Vilnius,B5,detalista,1,mały,🟡,"E-commerce (shamanas.lt) + sklep stacjonarny (PC Šeškinė, Vilnius)",info@shamanas.lt,+370 675 99995,http://www.shamanas.lt,Raimondas Šimkus,"UAB Reto = właściciel marki „Shamanas"". Sklep stacjonarny + e-com Vilnius (PC Šeškinė). 4 pracowników, średnia pensja 961 EUR (2025-10). Sprzedaje kaljany/akcesoria/tytoń do fajek, NIE maszynki. Dyrek",2026-08-31 ✅ FROZEN (API)
