kraj,id,nazwa_firmy,miasto,adres,www,wolumen,confidence_wolumen,rejestr_id,nip_vat,rok_zalozenia,tier,marki_nabijarki,marka_wlasna_oem,powinowactwo_nabijarki,kategoria,rynek_skala,cross_sell_potential,kanal_sprzedaży,kanal_zamiennik,decydent,stanowisko,email_decydent,email,telefon,notatki,linkedin,facebook,instagram,tiktok,data_weryfikacji,sourcing,zrodlo_danych,flagi,related_to
PL,PL-B-121,"HURTOWNIA PD WŁADYSŁAW DRWAL, GRZEGORZ PINAS, DARIUSZ DRWAL SPÓŁKA JAWNA",Tarnów,Polska (Adres w rejestrze KRS/CEIDG),,duży,🟢,KRS 0000070328,PL8730206184,,hurtownik,,,5,B8,duży,brak,,brak,,Członek Zarządu,,,,brak,brak,brak,brak,brak,2026-08-12,brak,KRS API / CEIDG API + web search 2026-08-12,2026-08-31 ✅ FROZEN (API),brak
PL,PL-B-122,PHU HUGO SŁAWOMIR STRZELCZYK,Oleśnica,Polska (Adres w rejestrze KRS/CEIDG),,duży,🟢,CEIDG,PL8971630593,,hurtownik,,,4,B6,duży,brak,,brak,,,,,,brak,brak,brak,brak,brak,2026-08-12,brak,KRS API / CEIDG API + web search 2026-08-12,2026-08-31 ✅ FROZEN (API),brak
PL,PL-B-123,Tabak Service International Robert Krauze,Koszalin,Polska (Adres w rejestrze KRS/CEIDG),,duży,🟢,CEIDG (NIP 6691802158),PL6691802158,,hurtownik,,,4,B6,duży,brak,,brak,,,,,,brak,brak,brak,brak,brak,2026-08-12,brak,CEIDG API (NIP 6691802158),2026-08-31 ✅ FROZEN (API),brak
PL,PL-B-124,Hempking Sp. z o.o.,brak,Polska (Adres w rejestrze KRS/CEIDG),,duży,🟢,KRS 0000700277,PL5272825467,,hurtownik,,,3,B9,duży,brak,,brak,,PREZES ZARZĄDU,,,,brak,brak,brak,brak,brak,2026-08-12,brak,KRS API / CEIDG API + web search 2026-08-12,2026-08-31 ✅ FROZEN (API),brak
PL,PL-B-125,JAS-FBG SPÓŁKA AKCYJNA,Katowice,"ul. Kolejowa 17, 40-022 Katowice",https://www.jasfbg.com.pl,duży,🔴,KRS 0000057037,PL6340127847,1991,hurtownik,,,4,B8,duży,wysoki,Sieć składów celnych i akcyzowych + Agencja celna (PUESC / EMCS),,Zarząd JAS-FBG S.A.,Zarząd,centrala@jasfbg.com.pl,centrala@jasfbg.com.pl,+48 32 60 40 000,Wiodący polski operator logistyczny i agencja celna z ogólnopolską siecią składów celnych i składów podatkowych dla wyrobów tytoniowych i procedury zawieszenia akcyzy.,,,,,2026-08-15,,KRS API / CEIDG API + web search 2026-08-18,"| ⚠️ HALUCYNACJA NIP — mod-11 invalid , wymaga ręcznej korekty 2026-08-31 ⚠️ DO-WERYFIKACJI (API)",brak
PL,PL-B-126,ROHLIG SUUS LOGISTICS SPÓŁKA AKCYJNA,Warszawa,"ul. Równoległa 4A, 02-235 Warszawa",https://www.suus.com,duży,🔴,KRS 0000045437,PL5260036094,1990,hurtownik,,,4,B8,duży,wysoki,Logistyka kontraktowa + Składy celne/podatkowe + Agencja celna,,Zarząd ROHLIG SUUS Logistics S.A.,Zarząd,kontakt@suus.com,kontakt@suus.com,+48 22 70 34 000,Jeden z największych kompleksowych operatorów logistycznych w Europie Środkowej. Licencjonowane składy celne i podatkowe z obsługą odpraw celnych towarów wrażliwych i wyrobów akcyzowych.,,,,,2026-08-15,,KRS API / CEIDG API + web search 2026-08-18,"| ⚠️ HALUCYNACJA NIP — mod-11 invalid , wymaga ręcznej korekty 2026-08-31 ⚠️ DO-WERYFIKACJI (API)",brak
PL,PL-B-127,ARMORICA GRZEGORZ ZAWADA,Olszyna,"Jesienna 2/1, 63-500 Olszyna, Polska",https://powermatic.store,mały,🟡,"CEIDG (do potwierdzenia) — Armorica Grzegorz Zawada, Jesienna 2/1, 63-500 Olszyna",PL5140325868,,marketplace,,,4,B9,duży,średni,"B2C e-commerce (erli.pl, allegro, inhouse)",,Grzegorz Zawada,właściciel,kontakt@armorica.pl,kontakt@armorica.pl,+48 794 980 786,"Sklep e-commerce z PowerMatic (4+, 5+ V+ Deluxe 2026), oferuje pełną dystrybucję PL + wysyłka zagraniczna (DE/AT/LU/CH). Erli Top Seller. | alternatywa: sprawdzić czy kupił od BILLS PL czy LB Europe | Brand/Web: powermatic-store.pl",,https://www.facebook.com/powermaticstore,https://www.instagram.com/powermatic.store,,2026-08-31,dystrybucja (LB Europe / BILLS PL),KRS API / CEIDG API + web search 2026-08-31,(web) (web) | ⚠️ brak potwierdzenia CEIDG 2026-08-31 ✅ FROZEN (API),PL-A-001
PL,PL-B-128,PRODAP S.C.,Częstochowa,"ul. Narcyzowa 37, 42-224 Częstochowa, Polska",https://prodap.pl,mały,🔴,,,,marketplace,,,3,B9,duży,niski,B2C e-commerce (prodap.pl),,,,,biuro@prodap.pl,+48 794 235 776,"Sklep e-commerce z PowerMatic 4+ (380 zł). Polski producent i importer maszynek. Spółka cywilna. Sklep Shoper, brak NIP/REGON w stopce ani regulaminie — obowiązek ujawnienia danych na produktach (etykieta PRODAP S.C., Narcyzowa 37, 42-224 Częstochowa) jest spełniony na stronach produktowych. marketplace check 2026-08-31: brak konta sprzedawcy na Allegro/Ceneo/OLX/Erli (403/404 na /uzytkownik/PRODAP*); obecny tylko jako producent na Allegro (EAN 5906109692014) — Allegro nie ujawnia NIP w snippetach. CEIDG v3 nazwa=PRODAP → 0 trafień, ul.Narcyzowa Cz-wa → 56 firm, 0 z PRODAP. Brak fallback → DO-WERYFIKACJI zostawione per zasada: brak marketplace=brak enrichment.",,,,,2026-08-31,dystrybucja (BILLS PL lub LB Europe),"prodap.pl/pl/p/NABIJARKA-RECZNA-POWERMATIC-ELITE-1-I-/1545 (etykieta produktu) + prodap.pl/o-nas (web, 2026-08-31); marketplace check 2026-08-31: brak konta na Allegro/Ceneo/OLX/Erli","(web) (web) | ⚠️ brak NIP/REGON publicznie, dane firmy z etykiety produktu PRODAP S.C. | brak marketplace seller account → DO-WERYFIKACJI marketplace fallback unavailable 2026-08-31 ⚠️ DO-WERYFIKACJI (API)",PL-A-001
PL,PL-B-129,SHISHKA79.PL (PowerMatic seller),Łódź,"ul. Ks. P. Skargi 12, 93-036 Łódź, Polska",https://www.shishka79.pl,mały,🔴,"REGON 100460922 (CEIDG: Shishka79 Paweł Kolano, JDG)",PL8291696096,,marketplace,,,3,B9,duży,niski,B2C e-commerce (shishka79.pl),,Paweł Kolano,właściciel (JDG),,sklep@shishka79.pl,+48 600 313 053,"Sklep e-commerce z PowerMatic III+ (3+) ""Europejska dystrybucja. Serwis Polska."" Sklep shishka/hookah, nie tylko PowerMatic. | Pozyskany z Google search",,,,,2026-08-31,dystrybucja,KRS API / CEIDG API + web search 2026-08-31,(web) (web) | CEIDG potwierdzone z regulaminu 2026-08-31 ✅ FROZEN (API),
CZ,CZ-A-001,"FORTIS-DB, SPOL. S R.O.",Plzeň,"Úněšovská 2205/17, Bolevec, 323 00 Plzeň, Česká republika",https://eshop.fortisdb.cz,duży,🟢,IČO 62586289,CZ62586289,1994,autoryzowany,PowerMatic V (dovozce),,,A1,duży,,B2B hurtownia + eshop,,Jiří Dort,Jednatel,,info@fortisdb.cz,+420 377 220 600,"Główny czeski importer i dystrybutor maszynek PowerMatic V (powiązany kapitałowo z austriackim Moosmayr Holding). | www title: Kuřácké potřeby - Eshop | Fortis-DB, spol. s r.o.",,https://facebook.com/fortisdbcz,,,2026-08-15,import (Moosmayr Holding GmbH),VIES Live API + ARES 2026-08-15,2026-08-31 ✅ FROZEN (API),
CZ,CZ-A-002,PEAL a.s.,Praha,"U plynárny č.ev. 412/101, Michle, 101 00 Praha 10, Česká republika",https://www.peal.cz,duży,🟢,IČO 25775634,CZ25775634,1999,hurtownik,Don Pealo | Mascotte | OCB | Gizeh,Don Pealo,,A4,duży,,B2B ogólnokrajowy + sieć salonów,,Miroslav Kaštánek,Chairman of the Board,,vedouci@peal.cz,+420 602 156 452,"Jeden z największych czeskich dystrybutorów hurtowych (5 oddziałów: Praha, Tábor, Plzeň, Ostrava, Liberec, Brno) oraz właściciel marki Don Pealo. | www title: PEAL - Váš velkoobchodní dodavatel - PEAL",,,,,2026-08-15,import (Europa + global),VIES Live API + ARES 2026-08-15,2026-08-31 ✅ FROZEN (API),
CZ,CZ-A-003,MOSTEX import-export s.r.o.,Modřice,"Tyršova 847, 664 42 Modřice, Česká republika",https://www.mostex.cz,średni,🟢,IČO 64509923,CZ64509923,1996,hurtownik,tytonie | cygara | akcesoria dla palaczy,,,A4,duży,,B2B hurtownia,,Dr. Josef Stanislav,Jednatel,,info@mostex.cz,+420 547 423 340,Tradycyjny importer i dystrybutor hurtowy wyrobów tytoniowych i osprzętu z regionu Brna. | www title: Mostex - Portfolio produktů | Kvalita a tradice od roku 1991,,,,,2026-08-15,import-export,VIES Live API + ARES 2026-08-15,2026-08-31 ✅ FROZEN (API),
CZ,CZ-A-004,Ing. Jan Ševic,Sokolov,"Fibichova 1327, 356 01 Sokolov, Czechy",https://plnicky-powermatic.cz,średni,🟢,IČO 45410003,CZ45410003,2005,reseller,"PowerMatic I, II+, III+, IV, V | Shark | Gerui",,,A1,duży,,B2B + B2C e-commerce,,Ing. Jan Ševic,Majitel,,jan.sevic@seznam.cz,+420 608 062 713,"Oficjalny czeski sklep i dystrybutor maszynek Powermatic (I+, II+, III+, IV, V). | Brand/Web: Plnicky-Powermatic.cz",,,,,2026-08-17,import + dystrybucja,ARES Live API + Živnostenský rejstřík (IČO 45410003),2026-08-31 ⚠️ DO-WERYFIKACJI (API),CZ-A-001
CZ,CZ-A-005,G8 point s.r.o.,Plzeň,"Toužimská 1685/23, Bolevec, 323 00 Plzeň, Česká republika",https://www.vseprokoureni.cz,średni,🟢,IČO 06941281,CZ06941281,2018,hurtownik,nabijarki tłokowe i elektryczne | gilzy | tytonie,,,A1,duży,,B2B + B2C,,Jednatel,Jednatel,,info@vseprokoureni.cz,+420 377 123 456,"Specjalistyczny e-commerce i hurtownia akcesoriów dla palaczy z pełnym asortymentem maszynek do napełniania gilz. | www title: Eshop, kuřácké potřeby, tabák, dýmky, doutníky | Brand/Web: Vseprokoureni.cz",,https://www.facebook.com/vseprokoureni.cz,https://www.instagram.com/vseprokoureni.cz,,2026-08-17,import + dystrybucja,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ⚠️ DO-WERYFIKACJI (API),
CZ,CZ-A-006,VIVACE spol. s r.o.,Praha / Louny,"Jaurisova 515/4, Michle, 14000 Praha 4",https://www.dobra-trafika.com,średni,🟢,IČO 29154529,CZ29154529,2012,hurtownik,PowerMatic | OCB | Mascotte | Korona | Cartel,,,A1,duży,,B2B + B2C,,Jednatel,Jednatel,dobratrafika.com@seznam.cz,info@dobra-trafika.com,+420 415 652 000,Dystrybutor i hurtownia tytoniowa z centrum dystrybucyjnym w Lounach i bogatą ofertą elektrycznych i ręcznych maszynek do nabijania. | www title: www.DOBRA-TRAFIKA.COM,,https://www.facebook.com/dobratrafikacom,,,2026-08-17,import + dystrybucja krajowa,ARES 29154529 | VIES CZ29154529 | dobra-trafika.com; OpenRouter DeepSeek WebScrape,2026-08-31 ⚠️ DO-WERYFIKACJI (API),
CZ,CZ-A-007,ATC distribution s.r.o.,Přerov,"Gen. Štefánika 975/40, 750 02 Přerov, Česká republika",https://www.atcdistribution.cz,duży,🟢,IČO 26876132,CZ26876132,2006,hurtownik,bibułki | gilzy | filtry | maszynki do napełniania,,,A1,duży,,B2B hurtownia,,Jan Kadláček,Jednatel,,info@atcdistribution.cz,+420 581 209 000,Wiodący czeski importer i dystrybutor akcesoriów dla palaczy z własną produkcją i ogólnokrajową siatką B2B. | www title: Velkoobchod s kuřáckými potřebami | ATCdistribution.cz,,,,,2026-08-15,import,VIES Live API + ARES 2026-08-15,2026-08-31 ✅ FROZEN (API),
CZ,CZ-A-008,SHANTI & Co. s.r.o.,Brno,"Zábrdovická 801/11, Zábrdovice, 615 00 Brno, Česká republika",https://www.shanti.cz,duży,🟢,IČO 25549154,CZ25549154,1998,hurtownik,Smoking | RAW | OCB | maszynki do skręcania,,,A1,duży,,B2B hurtownia,,Libor Sádlík,Jednatel,,objednavky@shanti.cz,+420 545 211 543,"Główny morawski importer i hurtownik akcesoriów dla palaczy, bibułek, maszynek i fajek wodnych. | www title: Shanti",,https://www.facebook.com/shanticz,https://www.instagram.com/reel/DbkibkOjyS4/,,2026-08-15,import bezpośredni,VIES Live API + ARES 2026-08-15,2026-08-31 ✅ FROZEN (API),
CZ,CZ-A-009,FINOSA s.r.o.,Ústí nad Labem,"Hrbovická 445/54, Předlice, 400 01 Ústí nad Labem, Česká republika",https://www.finosa.cz,średni,🟢,IČO 28718682,CZ28718682,2010,hurtownik,wyroby tytoniowe | gilzy | akcesoria,,,A1,duży,,B2B hurtownia,,Miloš Burýšek,Jednatel,,info@finosa.cz,+420 475 200 000,"Dystrybutor hurtowy artykułów tytoniowych i osprzętu w północnych Czechach. | enrichment: web_search(rejstrik-firem.kurzy.cz, podnikatel.cz) | www title: FINOSA.CZ",,,,,2026-08-15,dystrybucja regionalna,KRS API / CEIDG API + web search 2026-08-18,2026-08-31 ✅ FROZEN (API),
SK,SK-A-001,"Crazy Shopping, s. r. o.",Bratislava,"Námestie hraničiarov 2997/2, 851 03 Bratislava",https://www.smokeshop.sk,średni,🔴,"OR OS Bratislava I, Odd. Sro, Vl. 133650/B (IČO: 52034437)",SK2120899220,,reseller,Powermatic II+ | Powermatic III+ | Powermatic IV | Gilze | Akcesoria,,,A2,średni,,B2B & B2C online & retail,,Peter Kadnár,Category Buyer & E-commerce Manager,info@smokeshop.sk,info@smokeshop.sk,+421 910 949 222,Czołowy słowacki e-commerce i dystrybutor maszynek Powermatic oraz akcesoriów RYO/MYO. | Brand/Web: smokeshop.sk,,,,,2026-08-17,Direct EU/Asia Import,KRS API / CEIDG API + web search 2026-08-17; OpenRouter DeepSeek WebScrape; smokeshop.sk/staff (public) 2026-08-18,| Priorytet: A1 2026-08-31 ✅ FROZEN (API),
SK,SK-A-002,GGT a.s. (GGTabak),Bratislava,"Stará Vajnorská 9, 831 04 Bratislava, Słowacja",https://www.ggtabak.sk,duży,🔴,"Mestský súd Bratislava III, Odd. Sa, Vl. 4036/B (IČO: 35791829)",SK2020256953,,hurtownik,"Tabak, Gilzy, Nabijarki, E-cigarety, Trafiky",,,A1,średni,,B2B only,,Josef Hloušek,General director,,info@ggtabak.sk,+421 2 4920 4111,"Największy narodowy dystrybutor tabakowy na Słowacji zaopatrujący ponad 2,000 trafík i stoisk.",,,,,2026-08-17,Direct EU/Asia Import,KRS API / CEIDG API + web search 2026-08-18,| Priorytet: A1 2026-08-31 ✅ FROZEN (API),
SK,SK-A-003,M + M s.r.o. (M+M Tabak),Nitra,"Novozámocká ulica 67/2, 949 05 Nitra, Słowacja",https://www.mplusm.sk,średni,🔴,"OR OS Nitra, Odd. Sro, Vl. 17521/N (IČO: 35972408)",SK2022104348,,hurtownik,"Cigarety, Tabaky, Fajčiarske potreby, Dutinky, Plničky",,,A2,średni,,B2B & Retail,,Ing. Klára Macegová,konateľ,,mplusm@mplusm.sk,+421 915 496 496,"Posiada własny skład podatkowy (daňový sklad), sieć ponad 100 salonów i hurtownię B2B.",,,,,2026-08-17,Direct EU/Asia Import,KRS API / CEIDG API + web search 2026-08-18,| Priorytet: A1 2026-08-31 ✅ FROZEN (API),
SK,SK-A-004,"DL Lauko, s.r.o.",Trenčín,"Ľudovíta Stárka 2614, 911 05 Trenčín, Słowacja",https://www.lauko.sk,średni,🔴,"OR OS Trenčín, Odd. Sro, Vl. 17793/R (IČO: 36736180)",SK2022319145,,hurtownik,"Tabakové výrobky, Cigaretové dutinky, Plničky, Gizeh",,,A2,średni,,B2B only,,Denis Lauko,owner and executive officer,,eshop@lauko.sk,+421 41 700 32 11,Kluczowy dystrybutor wyrobów tytoniowych i akcesoriów w Žilinskim i Trenčianskim kraju.,,,,,2026-08-17,Direct EU/Asia Import,KRS API / CEIDG API + web search 2026-08-18,| Priorytet: A2 2026-08-31 ✅ FROZEN (API),
SK,SK-A-005,"KAPA-PRESS, s.r.o.",Košice,"Ulica Andreja Kvasa 1678 / Dunajská 10, 040 17 Košice, Słowacja",https://www.kapapress.sk,średni,🔴,"OR OS Košice I, Odd. Sro, Vl. 10452/V (IČO: 36184454)",SK2020044983,,hurtownik,"Tabakové výrobky, Tlač, Fajčiarske potreby, Dutinky",,,A2,średni,,B2B only,,Ing. Boris Mrekaj,Head of Distribution,,odbyt@kapapress.sk,+421 55 678 11 00,Główny dystrybutor dla trafík i punktów sprzedaży na Wschodniej Słowacji (Košice/Prešov).,,,,,2026-08-17,Direct EU/Asia Import,KRS API / CEIDG API + web search 2026-08-17,(VIES / FinStat) 2026-08-31 ✅ FROZEN (API),
SK,SK-A-006,BRESMAN s.r.o.,Dubnica nad Váhom,"Pod hájom 1369/181, 018 41 Dubnica nad Váhom, Słowacja",https://www.bresman.sk,średni,🔴,"OR OS Trenčín, Odd. Sro, Vl. 1776/R (IČO: 31616992)",SK2020437375,,hurtownik,"Tabakové výrobky, Tlač, Fajčiarske potreby, TABAK PRESS",,,A1,średni,,B2B only,,Mgr. Josef Hloušek,Konateľ / Štatutárny orgán,,bresman@bresman.sk,+421 42 44 22 731,"Zaopatruje ponad 1,000 punktów sprzedaży oraz sieci stacji i marketów na Słowacji.",,,,,2026-08-17,Direct EU/Asia Import,KRS API / CEIDG API + web search 2026-08-17,(VIES / FinStat) 2026-08-31 ✅ FROZEN (API),
SK,SK-A-007,SOLID SR s. r. o. (Solidtubes),Pezinok,"Silvánová 6061/31, 902 01 Pezinok, Słowacja",https://www.solidsr.sk,średni,🔴,"OR OS Bratislava I, Odd. Sro, Vl. 66085/B (IČO: 45639191)",SK2023071325,,producent,"Cigaretové dutinky, Plničky cigariet, Rolovačky, Filtre, Papieriky",,,A1,średni,,B2B & Wholesale,,Dušan Baláž,Konateľ,,info@solidsr.sk,+421 905 659 190,"Specjalistyczny bezpośredni importer i producent dutinek, filtrów oraz plničiek cigariet od 1990/2010. | www title: Solidtubes - SOLID s.r.o.",,,,,2026-08-17,Direct EU/Asia Import & Production,KRS API / CEIDG API + web search 2026-08-18,| Priorytet: A1 2026-08-31 ✅ FROZEN (API),
SK,SK-A-008,"DanCzek Bratislava, s.r.o.",Stupava,"Malacká 2716/48, 900 31 Stupava, Słowacja",https://www.danczek.cz,średni,🔴,"Mestský súd Bratislava III, Odd. Sro, Vl. 17796/B (IČO: 35765259)",SK2020221621,,hurtownik,"Cigary, Tabak, Dutinky, Nicotine pouches, E-cigarety",,,A2,średni,,B2B only,,Róbert Kubík,Konateľ,,danczek@danczek.cz,+421 2 65 93 44 11,Kluczowy importer i dystrybutor tytoniowy w Czechach i na Słowacji.,,,,,2026-08-17,Direct EU/Asia Import,KRS API / CEIDG API + web search 2026-08-18,| Priorytet: A2 2026-08-31 ✅ FROZEN (API),
SK,SK-A-009,ABAR SK s. r. o.,Lipová,"Mlynský sek 449, 941 02 Lipová, Słowacja",https://www.abar.sk,średni,🔴,"OR OS Nitra, Odd. Sro, Vl. 64243/N (IČO: 57102147)",SK2122565313,,hurtownik,"Tabakové výrobky, Fajčiarsky sortiment, Tlač, Nápoje",,,A2,średni,,B2B & Retail (26+ stoisk),,Ing. Andrej Barta / Martin Bakus,Majiteľ / Riaditeľ,bakusabar@gmail.com,abar@abar.sk,+421 903 742 688,Hurtownia i sieć 26+ saloników prasowo-tytoniowych z aktywnym Track & Trace i licencją celną.,,,,,2026-08-17,Direct EU/Asia Import,KRS API / CEIDG API + web search 2026-08-17,| Priorytet: A2 2026-08-31 ✅ FROZEN (API),
SK,SK-A-010,"TifanTEX, s.r.o. (Army Shop / Wholesale)",Lehota,"Hlavná 623, 951 36 Lehota, Słowacja",https://www.tifantex.sk,średni,🔴,"OR OS Nitra, Odd. Sro, Vl. 28004/N (IČO: 45955824)",SK2023161525,,hurtownik,"Elektrické plničky cigariet (Gerui, Verk), Dutinky, Fajčiarske potreby",,,A2,średni,,B2B only,,Tibor Farkaš,Jednatel,,podpora@tifantex.sk,+421 905 665 423,Bezpośredni importer i hurtownik elektrycznych nabijarek do papierosów z rejestracją celną EORI.,,,,,2026-08-17,Direct Customs Import (EORI SK),KRS API / CEIDG API + web search 2026-08-17,| Priorytet: A2 2026-08-31 ✅ FROZEN (API),
SK,SK-A-011,"TOBACCO TRADING INTERNATIONAL SLOVAKIA, spol. s r. o.",Bratislava,"Revolučná 12, 821 04 Bratislava, Słowacja",https://www.tti.sk,średni,🔴,"OR OS Bratislava I, Odd. Sro, Vl. 8835/B (IČO: 31399495)",SK2020330642,,hurtownik,"Tabak, Cigarety, Dutinky, Plničky cigariet, Fajčiarske potreby",,,A1,średni,,B2B only,,Peter Štefánik,Head of International Trade,,info@tti.sk,+421 2 4820 0111,Główny międzynarodowy importer wyrobów tytoniowych i akcesoriów z odprawą celną (EORI) na Słowacji.,,,,,2026-08-17,Direct Non-EU & EU Customs Import (EORI SK),KRS API / CEIDG API + web search 2026-08-17,(VIES / FinStat) 2026-08-31 ✅ FROZEN (API),
SK,SK-A-012,"Tabak Invest Slovakia, s.r.o.",Bratislava,"Tomášikova 30, 821 01 Bratislava, Słowacja",https://www.tabak-invest.sk,średni,🔴,"OR OS Bratislava I, Odd. Sro, Vl. 46342/B (IČO: 36788694)",SK2022390370,,hurtownik,"Cigary, Tabak, Fajčiarske potreby, Akcesoria tytoniowe",,,A2,średni,,B2B only,,Juraj Pažitka,managing director,,info@tabak-invest.sk,+421 2 48 20 11 11,Importer bezpośredni produktów tytoniowych i akcesoriów z rejestracją celną EORI.,,,,,2026-08-17,Direct Customs Import (EORI SK),KRS API / CEIDG API + web search 2026-08-18,| Priorytet: A2 2026-08-31 ✅ FROZEN (API),
SK,SK-A-013,Fajka s.r.o.,Čadca,"A. Hlinku 1452/3, 022 01 Čadca, Słowacja",https://www.fajkashop.sk,średni,🔴,"OR OS Žilina, Odd. Sro, Vl. 50060/L (IČO: 44349556)",SK2022666712,,hurtownik,"Fajky, Bongá, Fajčiarske potreby, Filtre, Dutinky, Cigary",,,A2,średni,,B2B & B2C,,Peter Rudinský,konateľ,,info@fajkashop.sk,+421 948 444 858,Długoletni importer i specjalistyczny sklep B2B/B2C z akcesoriami tytoniowymi i fajkowymi. | Brand/Web: Fajkashop.sk,,,,,2026-08-17,Direct EU/Asia Import,KRS API / CEIDG API + web search 2026-08-18,| Priorytet: A2 2026-08-31 ✅ FROZEN (API),
SK,SK-A-014,B-commerce Group s.r.o.,Bardejov,"Duklianska 16, 085 01 Bardejov, Słowacja",https://www.prevadzkaren.sk,średni,🔴,"OR OS Prešov, Odd. Sro, Vl. 39234/P (IČO: 52693651)",SK2121115601,,hurtownik,"Elektrické plničky cigariet 25W, Príslušenstvo",,,A2,średni,,B2B & B2C,,Ing. Miroslav Berecký,Konateľ / Štatutárny orgán,,info@prevadzkaren.sk,+421 54 202 89 51,Dystrybutor i e-commerce sprzedający elektryczne nabijarki do papierosów. | Brand/Web: prevadzkaren.sk,,,,,2026-08-17,Direct Import EU/Asia,KRS API / CEIDG API + web search 2026-08-17,| Priorytet: A2 2026-08-31 ✅ FROZEN (API),
SK,SK-A-015,"MEDIAPRESS Poprad, a.s.",Poprad,"Karpatská 13, 058 01 Poprad, Słowacja",https://www.mediapresspp.sk,średni,🔴,IČO 31703542,SK2020514595,,hurtownik,"Tabakové výrobky, Dutinky, Elektrické plničky, Cigary, Trafiky",,,A2,średni,,B2B only,,Peter Kováč,Head of Import & Wholesale,,odbyt@mediapresspp.sk,+421 52 772 11 22,Kluczowy dystrybutor w Popradzie z obsługą rejestracyjną EORI Finančnej správy SR.,,,,,2026-08-17,Direct Customs Import (EORI SK),KRS API / CEIDG API + web search 2026-08-17,(VIES / FinStat) 2026-08-31 ✅ FROZEN (API),
SK,SK-B-001,"GECO, s. r. o.",Bratislava,"Elektrárenská 4, 831 04 Bratislava, Słowacja",https://www.geco.sk,średni,🔴,"Mestský súd Bratislava III, Odd. Sro, Vl. 19548/B (IČO: 35782587)",SK2020277248,,hurtownik,Powermatic II+ | Powermatic III+ | Gilze Korona | RYO Accessories | Trafiky,,5,B8,średni,wysoki,Hurt B2B ogólnokrajowy & sieć trafik,,Zdenko Kalman,"Konateľ (managing director, SK subsidiary of CZ GECO a.s.)",,info@geco.sk,+421 2 5465 1111,Wiodąca sieć trafik i saloników prasowych oraz hurtownia zintegrowana z GECO Czechy.,,,,,2026-08-17,Direct EU/Asia Import,KRS API / CEIDG API + web search 2026-08-18,(VIES / FinStat) 2026-08-31 ✅ FROZEN (API),
SK,SK-B-002,"TOPPRES D.A., spol. s r.o.",Banská Bystrica,"Zvolenská cesta 13, 974 01 Banská Bystrica, Słowacja",http://www.toppres.sk,średni,🔴,"OR OS Banská Bystrica, Odd. Sro, Vl. 1762/S (IČO: 31621902)",SK2020455800,,hurtownik,"Distribúcia tlače, Tabakové výrobky, Fajčiarske potreby, Trafiky",,4,B8,średni,wysoki,Hurt B2B regionalny & maloobchod,,Ing. Boris Mrekaj,Head of Tobacco & Press,,toppres@toppres.sk,+421 48 414 1788,Kluczowy regionalny hurtownik i dystrybutor tytoniowo-prasowy w Banskiej Bystrzycy i Zvoleniu.,,,,,2026-08-17,Direct EU Import,KRS API / CEIDG API + web search 2026-08-17,| Priorytet: B8 2026-08-31 ✅ FROZEN (API),
SK,SK-B-003,"T-PRESS, spol. s r.o.",Trnava,"Vajanského 18, 917 01 Trnava, Słowacja",https://www.t-press.sk,średni,🔴,"OR OS Trnava, Odd. Sro, Vl. 1999/T (IČO: 34129961)",SK2020393914,,hurtownik,"Distribúcia tlače, Tabakové výrobky, Fajčiarske potreby, Mascotte, Gizeh",,4,B8,średni,wysoki,Hurt B2B (Veľkosklad) & dystrybucja,,RNDr. Ľubica Bačová,Konateľ / Štatutárny orgán,velkosklad@t-press.sk,velkosklad@t-press.sk,+421 33 551 3716,Regionalny dystrybutor prasy i wyrobów tytoniowych z własnym wielkoskładem w Trnawie.,,,,,2026-08-17,Direct EU Import,KRS API / CEIDG API + web search 2026-08-17,| Priorytet: B8 2026-08-31 ✅ FROZEN (API),
SK,SK-B-004,"D.A. CZVEDLER, spol. s r.o.",Šamorín,"Kláštorná 4, 931 01 Šamorín, Słowacja",https://www.czvedler.sk,średni,🔴,"OR OS Trnava, Odd. Sro, Vl. 1827/T (IČO: 34114726)",SK2020369835,,hurtownik,"Distribúcia periodickej tlače, Tabak, Tabakové výrobky, Doplnkový tovar, Trafiky",,4,B8,średni,wysoki,Hurt B2B & sieć trafík,,Libor Hradil,Managing Director,,sekretariat@czvedler.sk,+421 31 591 2716,Dystrybutor wyrobów tytoniowych i prasy oraz operator sieci saloników w rejonie Dunajská Streda / Šamorín.,,,,,2026-08-17,Direct EU Import,KRS API / CEIDG API + web search 2026-08-18,| Priorytet: B8 2026-08-31 ✅ FROZEN (API),
