region_kod,region_nazwa,region_typ,related_to,rok_zalozenia,id_unikalne,kategoria,nazwa_firmy,kraj,miasto,adres,nip_vat,rejestr_id,www,kanal_zamiennik,email,telefon,linkedin,facebook,instagram,tiktok,tier,marki_nabijarki,marka_wlasna_oem,sourcing,wolumen,confidence_wolumen,kanal_sprzedaży,powinowactwo_nabijarki,cross_sell_potential,decydent,stanowisko,email_decydent,zrodlo_danych,data_weryfikacji,flagi,notatki,rynek_skala
SL,śląskie,województwo,,,PL-B-SL-005,B8,Hurtownia papierosów — Czerwionka-Leszczyny,PL,Czerwionka-Leszczyny,"ul. Kwiatowa 17, Czerwionka-Leszczyny",,,,,,+48 32 431 37 62,,,,,reseller,,,,średni,🟡,B2B only,5,wysoki,,,,intake_PL_2026-08-10 | https://www.pkt.pl/szukaj/hurtownia-papierosow,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Status źródłowy: Do weryfikacji — katalog | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=68 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
LD,łódzkie,województwo,,,PL-B-LD-004,B8,"EM — hurtownia papierosów, artykułów przemysłowych i spożywczych",PL,Łęczyca,"ul. Tumska, Łęczyca",,,,,,+48 24 721 22 97,,,,,reseller,,,,średni,🟡,B2B only,5,wysoki,,,,intake_PL_2026-08-10 | https://www.pkt.pl/szukaj/hurtownia-papierosow,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Status źródłowy: Do weryfikacji — katalog | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=68 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
PM,pomorskie,województwo,,,PL-B-PM-006,B8,"Dzidek — Hurtownia papierosów, oddział Gdańsk",PL,Gdańsk,"ul. Kościuszki 116, Gdańsk",,,,,,+48 58 341 88 38,,,,,reseller,,,,średni,🟢,B2B only,5,wysoki,,,,intake_PL_2026-08-10 | https://www.pkt.pl/szukaj/hurtownia-papierosow,,🔍,"orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Dodano jako osobny lead, ponieważ w starszej bazie nazwa była ukryta w niepowiązanym polu name_alt. | Status źródłowy: Do weryfikacji — katalog | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=68 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG'",duży
PM,pomorskie,województwo,,,PL-B-PM-007,B8,"ABC — Hurtownia papierosów, Z. Bonkowski",PL,Kościerzyna,"Rynek 8, Kościerzyna",,,,,,+48 58 686 33 02,,,,,reseller,,,,średni,🟡,B2B only,5,wysoki,,,,intake_PL_2026-08-10 | https://www.pkt.pl/szukaj/hurtownia-papierosow,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Status źródłowy: Do weryfikacji — katalog | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=68 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
MZ,mazowieckie,województwo,,,PL-B-MZ-009,B8,Mewa Hurtownia Marciniak Jerzy,PL,Mińsk Mazowiecki,Mińsk Mazowiecki (Chełmońskiego 6),,,https://minskmaz.com/firmy/pap...,,,,,,,,reseller,,,,średni,🟢,mix,5,wysoki,,,,intake_PL_2026-08-10 | https://minskmaz.com/firmy/pap...,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=68 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
OP,opolskie,województwo,,,PL-B-OP-006,B8,KDWT S.A.,PL,Opole,Opole,,,https://biznesfinder.pl/opole/...,,,,,,,,reseller,,,,średni,🟢,mix,5,wysoki,,,,intake_PL_2026-08-10 | https://biznesfinder.pl/opole/...,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=68 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
LU,lubelskie,województwo,,,PL-B-LU-009,B8,JAR — Hurtownia Papierosów i Chemii Gospodarczej,PL,Lublin,Lublin (Zamenhofa 125 / Gazowa 9),,,https://w-lubelskie.pl/jar-hur...,,,,,,,,reseller,,,,średni,🟢,mix,5,wysoki,,,,intake_PL_2026-08-10 | https://w-lubelskie.pl/jar-hur...,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=68 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
DS,dolnośląskie,województwo,,,PL-B-DS-003,B8,Irba — Zakład Obrotu Towarowego,PL,Jelenia Góra,"Jelenia Góra (serves Głogów, Bolesławiec, Zgorzelec, Kłodzko)",,,https://gowork.pl/dyl-jaroslaw...,,,,,,,,reseller,,,,średni,🟢,mix,5,wysoki,,,,intake_PL_2026-08-10 | https://gowork.pl/dyl-jaroslaw...,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=68 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
LU,lubelskie,województwo,,,PL-B-LU-010,B8,Hurtownia Papierosów Mars,PL,Lublin,Lublin (Namysłowskiego 41),,,https://yelp.com/biz/hurtownia...,,,,,,,,reseller,,,,średni,🟢,mix,5,wysoki,,,,intake_PL_2026-08-10 | https://yelp.com/biz/hurtownia...,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=68 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
MA,małopolskie,województwo,,,PL-B-MA-008,B8,Dymek — Hurtownia Papierosów,PL,Kraków,Kraków,,,https://dymek.com.pl,,,,,,,,reseller,,,,średni,🟢,mix,5,wysoki,,,,intake_PL_2026-08-10 | https://dymek.com.pl,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=68 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
DS,dolnośląskie,województwo,,,PL-B-DS-004,B8,Czechomax,PL,Wrocław,Wrocław,,,https://czechomax.pl,,,,,,,,reseller,,,,średni,🟢,mix,5,wysoki,,,,intake_PL_2026-08-10 | https://czechomax.pl,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=68 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
PK,podkarpackie,województwo,,,PL-B-PK-001,B8,BESTMAR — Hurtownia Wielobranżowa,PL,Rzeszów,Rzeszów (Wspólna 4),,,https://agrohurtsa.pl/kontrahe...,,,,,,,,reseller,,,,średni,🟢,mix,5,wysoki,,,,intake_PL_2026-08-10 | https://agrohurtsa.pl/kontrahe...,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=68 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
KP,kujawsko-pomorskie,województwo,,,PL-B-KP-009,B8,Artus FHU,PL,Kujawsko-Pomorskie,Kujawsko-Pomorskie,,,https://pkt.pl/szukaj/hurtowni...,,,,,,,,reseller,,,,średni,🟢,mix,5,wysoki,,,,intake_PL_2026-08-10 | https://pkt.pl/szukaj/hurtowni...,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=68 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
PK,podkarpackie,województwo,,,PL-B-PK-002,B8,ANIA Sp. z o.o.,PL,Rzeszów,Rzeszów,,,https://ania.rze.pl,,,,,,,,reseller,,,,średni,🟢,mix,5,wysoki,,,,intake_PL_2026-08-10 | https://ania.rze.pl,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=68 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
MZ,mazowieckie,województwo,,,PL-B-MZ-010,B8,ADGAR Hurtownia,PL,Olsztyn,Mazowieckie,,,"https://hurtownie.pl/hurtownie,...",,,,,,,,reseller,,,,średni,🟢,mix,5,wysoki,,,,"intake_PL_2026-08-10 | https://hurtownie.pl/hurtownie,...",,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=68 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
KP,kujawsko-pomorskie,województwo,,,PL-B-KP-010,B8,7&7 Hurtownia Wielobranżowa,PL,Rypin,Rypin,,,https://hurt77.pl/hurtownia,,,,,,,,reseller,,,,średni,🟢,mix,5,wysoki,,,,intake_PL_2026-08-10 | https://hurt77.pl/hurtownia,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=68 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
OP,opolskie,województwo,,,PL-B-OP-007,B8,"""Wir"" Hurtownia Papierosów i Kawy",PL,Strzelce Opolskie,Strzelce Opolskie (Pl. Targowy 9),,,"https://24opole.pl/21262,Wir._...",,,,,,,,reseller,,,,średni,🟢,mix,5,wysoki,,,,"intake_PL_2026-08-10 | https://24opole.pl/21262,Wir._...",,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=68 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
,Ogólnopolska,,,,PL-B-XX-019,B8,Zas-Pol,PL,"Kraków, Poznań, Piła, Zielona Góra",,,,https://zas-pol.pl,,,,,,,,reseller,,,,średni,🟢,B2B only,5,wysoki,,,,intake_PL_2026-08-10 | https://zas-pol.pl,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny. | orig_uwagi: Nie potwierdzone | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=68 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
MA,małopolskie,województwo,,,PL-B-MA-009,B8,"SUŻYW Hurtownia artykułów spożywczych, alkoholi i papierosów",PL,Sucha Beskidzka,"ul. Nad Skawą 4, 34-200 Sucha Beskidzka",,,,,,,,,,,reseller,,,,średni,🟢,B2B only,5,wysoki,,,,intake_PL_2026-08-10 (user_score=67),,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Lead regionalny; wymaga sprawdzenia CEIDG/KRS i telefonu. | Status źródłowy: Do weryfikacji — katalog | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=67 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
PM,pomorskie,województwo,,,PL-B-PM-008,B8,KRYMAR Dystrybutor wyrobów tytoniowych,PL,Słupsk,"ul. Armii Krajowej 16, 76-200 Słupsk",,,,,,,,,,,reseller,,,,średni,🟢,B2B only,5,wysoki,,,,intake_PL_2026-08-10 (user_score=67),,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Regionalny lead dystrybucyjny; brak potwierdzonej strony i danych rejestrowych. | Status źródłowy: Do weryfikacji — katalog | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=67 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
SK,świętokrzyskie,województwo,,,PL-B-SK-003,B8,"Hurtownia KIM K. Krzemiński, M. Krzemiński, A. Chrząszcz Sp.j.",PL,Busko-Zdrój,"ul. Bohaterów Warszawy 106, 28-100 Busko-Zdrój",,,,,,,,,,,reseller,,,,średni,🟢,B2B only,5,wysoki,,,,intake_PL_2026-08-10 (user_score=67),,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Lead regionalny do weryfikacji telefonicznej i rejestrowej. | Status źródłowy: Do weryfikacji — katalog | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=67 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
SL,śląskie,województwo,,,PL-B-SL-006,B6,Hurtownia Papierosów Śląsk i Zagłębie,PL,"Katowice, Sosnowiec, Dąbrowa Górnicza, Siemianowice, Czeladź, Będzin","Modrzejowska 19, 41-250 Czeladź, Polska",,,https://hurtownia-papierosow.pl,,,+48 500 804 824,,,,,hurtownik,,,,średni,🟢,mix,2,średni,,,,intake_PL_2026-08-10 | https://hurtownia-papierosow.pl,,🔍,orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=66 | user_orig_segment='S4 — Vape/e-papierosy',duży
SL,śląskie,województwo,,,PL-B-SL-007,B6,F.H. Alans — Hurtownia Artykułów Tytoniowych,PL,Ruda Śląska,Ruda Śląska (Pionierów 31),,,https://alans.pl,,,32 240 22 26,,,,,hurtownik,,,,średni,🟢,mix,2,średni,,,,intake_PL_2026-08-10 | https://alans.pl,,🔍,orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=66 | user_orig_segment='S4 — Vape/e-papierosy',duży
MZ,mazowieckie,województwo,,,PL-B-MZ-011,B8,Drek Hurtownia Gilz,PL,Radom,,,,,,,504 083 360,,,,,reseller,,,,,🔴,B2B only,5,wysoki,,,,intake_PL_2026-08-10 (user_score=66),,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny. | orig_uwagi: Dostawy ogólnopolskie | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=66 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
SK,świętokrzyskie,województwo,,,PL-B-SK-004,B8,VIVOPLAST,PL,Ostrowiec Świętokrzyski,"ul. Sienkiewicza 32, 27-400 Ostrowiec Świętokrzyski",,,"https://www.hurtownie.pl/hurtownie-wyroby-tytoniowe,10611.html?p=13",,,,,,,,reseller,,,,,🔴,B2B only,5,wysoki,,,,"intake_PL_2026-08-10 | https://www.hurtownie.pl/hurtownie-wyroby-tytoniowe,10611.html?p=13",,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=64 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
LB,lubuskie,województwo,,,PL-B-LB-004,B8,"Tabak — hurtownia papierosów i chemii gospodarczej, D. Łożyniak",PL,Kożuchów,"ul. Szprotawska 18A, Kożuchów",,,,,,,,,,,reseller,,,,średni,🟡,B2B only,5,wysoki,,,,intake_PL_2026-08-10 | https://www.pkt.pl/szukaj/hurtownia-papierosow,,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_uwagi: Status źródłowy: Do weryfikacji — katalog | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=64 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
DS,dolnośląskie,województwo,,,PL-B-DS-005,B6,Tabak - Hurtownia papierosów i wyrobów tytoniowych.,PL,Wrocław,"Wierzchowicka 7, 51-127 Wrocław, Polska",,,http://tabak.wroclaw.pl,,,+48 71 349 10 10,,,,,hurtownik,,,,,🔴,mix,2,średni,,,,intake_PL_2026-08-10 | http://tabak.wroclaw.pl,,🔍,orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_uwagi: Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=62 | user_orig_segment='S4 — Vape/e-papierosy',duży
PD,podlaskie,województwo,,,PL-B-PD-006,B6,LokiVape E-papierosy Vape Shop Ełk,PL,Ełk,"Armii Krajowej 9/U11, 19-300 Ełk, Polska",,,https://www.lokivape.com/sklepy/lokivape-elk-ul-armii-krajowej-9-U11,,,+48 690 527 835,,,,,hurtownik,,,,,🔴,mix,2,średni,,,,intake_PL_2026-08-10 | https://www.lokivape.com/sklepy/lokivape-elk-ul-armii-krajowej-9-U11,,🔍,orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_uwagi: Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=62 | user_orig_segment='S4 — Vape/e-papierosy',duży
MZ,mazowieckie,województwo,,,PL-B-MZ-012,B6,E-papierosy.pl,PL,Ostrołęka,"ul. Generała Augusta Emila, Generala Augusta Emila Fieldorfa ""Nila"" 7B/12, 07-400 Ostrołęka, Polska",,,https://e-papierosy.pl/pl/?utm_medium=organic&utm_source=google_maps&utm_campaign=google_maps&utm_content=web_url,,,+48 571 552 187,,,,,hurtownik,,,,,🔴,mix,2,średni,,,,intake_PL_2026-08-10 | https://e-papierosy.pl/pl/?utm_medium=organic&utm_source=google_maps&utm_campaign=google_maps&utm_content=web_url,,🔍,orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_uwagi: Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=62 | user_orig_segment='S4 — Vape/e-papierosy',duży
,Ogólnopolska,,,,PL-B-XX-020,B6,JarajTo,PL,,,,,https://jarajto.pl,,,,,,,,hurtownik,,,,średni,🟢,B2B only,2,średni,,,,intake_PL_2026-08-10 | https://jarajto.pl,,🔍,"orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi; zasięg ponadregionalny. | orig_uwagi: Wholesale headshop focusing on premium papers, glass, CBD, and vapes. | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=62 | user_orig_segment='S4 — Vape/e-papierosy'",duży
MA,małopolskie,województwo,,,PL-B-MA-010,B4,KentDruk (P.W. Kentdruk),PL,Kęty,"ul. Marii Konopnickiej 6, 32-650 Kęty",,,https://kentdruk.pl,,biuro@kentdruk.pl,+48 33 845 30 10,,,,,producent,,,,średni,🟢,B2B only,3,średni,,,,intake_PL_2026-08-10 | https://kentdruk.pl,,🔍,orig_uzasadnienie: Premium trafiki i specjalistyczne punkty sprzedaży. | orig_uwagi: Nie potwierdzone | Status źródłowy: Dostępny w katalogu | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=61 | user_orig_segment='S5 — Cygara i trafiki premium',duży
,Nieustalony,,,,PL-B-XX-021,B6,E-Tabak,PL,,,1231543801,1068075(?),https://www.e-tabak.pl,,biuro@e-tabak.pl,178443665,,,,,hurtownik,,,,,🔴,B2B only,2,średni,,,,intake_PL_2026-08-10 | https://www.e-tabak.pl,,🔍,orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi. | orig_uwagi: Z listy top 10 vape hurtowni PL | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=61 | user_orig_segment='S4 — Vape/e-papierosy',duży
SK,świętokrzyskie,województwo,,,PL-B-SK-005,B4,Markowe cygara,PL,Radom,"Biznesowa 8, 26-612 Radom, Polska",,,https://markowecygara.pl,,,+48 570 305 007,,,,,hurtownik,,,,,🔴,mix,3,średni,,,,intake_PL_2026-08-10 | https://markowecygara.pl,,🔍,orig_uzasadnienie: Premium trafiki i specjalistyczne punkty sprzedaży. | orig_uwagi: Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=61 | user_orig_segment='S5 — Cygara i trafiki premium',duży
,Ogólnopolska,,,,PL-B-XX-022,B6,Merkandi.pl,PL,Platform,Platform,,,https://merkandi.pl/hurt/zapalniczki,,,,,,,,hurtownik,,,,średni,🟢,B2B only,2,średni,,,,intake_PL_2026-08-10 | https://merkandi.pl/hurt/zapalniczki,,🔍,orig_uzasadnienie: Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi; zasięg ponadregionalny. | orig_uwagi: Dodano z hurtownicy_pl_127.html; Asortyment: Lighters wholesale — various B2B sellers | Status źródłowy: Aktywny | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=61 | user_orig_segment='S4 — Vape/e-papierosy',duży
SK,świętokrzyskie,województwo,,,PL-B-SK-006,B8,W.O.Z. S.C.,PL,Ostrowiec Świętokrzyski,"ul. Sienkiewicza 26, 27-400 Ostrowiec Świętokrzyski",,,,,,,,,,,reseller,,,,,🔴,B2B only,5,wysoki,,,,intake_PL_2026-08-10 (user_score=61),,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=61 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
PD,podlaskie,województwo,,,PL-B-PD-007,B4,Trafika Nord,PL,Białystok,Białystok,,,,,,,,,,,reseller,,,,średni,🟢,mix,3,średni,,,,intake_PL_2026-08-10 (user_score=61),,🔍,orig_uzasadnienie: Sprzedaż komplementarnych akcesoriów dla palaczy. | orig_uwagi: Nie potwierdzone | Status źródłowy: Niezweryfikowany | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=61 | user_orig_segment='S3 — Akcesoria dla palaczy/headshop',duży
SK,świętokrzyskie,województwo,,,PL-B-SK-007,B8,OGRODNICZAK ARTUR Hurtownia,PL,Skarżysko-Kamienna,"ul. Paryska 84, 26-100 Skarżysko-Kamienna",,,,,,,,,,,reseller,,,,,🔴,B2B only,5,wysoki,,,,intake_PL_2026-08-10 (user_score=61),,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=61 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
SK,świętokrzyskie,województwo,,,PL-B-SK-008,B8,MILO S.A.,PL,Kielce,"ul. Magazynowa 4, 25-565 Kielce",,,,,,,,,,,reseller,,,,,🔴,B2B only,5,wysoki,,,,intake_PL_2026-08-10 (user_score=61),,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=61 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
SK,świętokrzyskie,województwo,,,PL-B-SK-009,B8,KIREX BIS PHU M. Kycia,PL,Starachowice,"ul. Radomska 17, 27-200 Starachowice",,,,,,,,,,,reseller,,,,,🔴,B2B only,5,wysoki,,,,intake_PL_2026-08-10 (user_score=61),,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=61 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
SK,świętokrzyskie,województwo,,,PL-B-SK-010,B8,JOLBEX Firma Handlowa Zygmunt Wangler,PL,Skarżysko-Kamienna,"ul. Rzemieślnicza 1, 26-110 Skarżysko-Kamienna",,,,,,,,,,,reseller,,,,,🔴,B2B only,5,wysoki,,,,intake_PL_2026-08-10 (user_score=61),,🔍,orig_uzasadnienie: Dostęp do sklepów tytoniowych i tradycyjnego handlu. | orig_next: Dodać do kampanii regionalnej i wykonać follow-up telefoniczny | user_orig_priorytet='B — kampania regionalna' | user_orig_score=61 | user_orig_segment='S2 — Hurtownie tytoniowe/FMCG',duży
