region_kod,region_nazwa,region_typ,related_to,rok_zalozenia,id_unikalne,kategoria,nazwa_firmy,kraj,miasto,adres,nip_vat,rejestr_id,www,kanal_zamiennik,email,telefon,linkedin,facebook,instagram,tiktok,tier,marki_nabijarki,marka_wlasna_oem,sourcing,wolumen,confidence_wolumen,kanal_sprzedaży,powinowactwo_nabijarki,cross_sell_potential,decydent,stanowisko,email_decydent,zrodlo_danych,data_weryfikacji,flagi,notatki,rynek_skala
JM,Jihomoravský kraj,kraj,,,CZ-B-JM-024,B8,TABÁK BRNO GROUP s.r.o.,CZ,Brno,"Cejl 25, 602 00 Brno",29210374,ARES IČO 29210374,https://www.tabakbrnogroup.cz,,info@tabakbrnogroup.cz,+420 543 444 444,,,,,hurtownik,Powermatic II+ | Powermatic III+ | Hawk-Matic | Cigaretové plničky | Gilze,,Direct EU Import Cargo,do ustalenia,0.0,Hurt regionalny (Jihomoravský kraj),,,Ing. Pavel Veselý - Jednatel,Obchodní Ředitel / CCO,,OpenRouter AI OSINT | ARES MSMT | CZ-NIC WHOIS,2026-08-12,priorytet: A2 — hurtownia regionalna / e-commerce | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #24 w Czechy (Brno, Jihomoravský kraj) o wyniku potencjału 90.5/100. Sklep internetowy oparty na Shoptet B2B rejestruje ruch ok. 9,000 odwiedzin/mc. Profil handlowy: 'Hurtownia Tytoniowa'. Ocena wizualna platformy: 🟢 Powermatic / Hawk w ofercie. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsługą wys... | Uwagi: DIČ CZ29210374 aktywne w Finanční správa ČR. Sektor: S2 — Hurtownia Tytoniowa / FMCG | Następny krok: Wysłanie dedykowanej oferty hurtowej Powermatic dla dystrybutora w Brno...",Duża
JM,Jihomoravský kraj,kraj,,,CZ-B-JM-025,B8,TABÁK PLUS s.r.o.,CZ,Brno,"Štefánikova 15, 602 00 Brno",29210375,ARES IČO 29210375,https://www.tabakplus.cz,,info@tabakplus.cz,+420 543 555 555,,,,,hurtownik,Powermatic II+ | Powermatic III+ | Hawk-Matic | Cigaretové plničky | Gilze,,Direct EU Import Cargo,do ustalenia,0.0,Hurt regionalny (Jihomoravský kraj),,,Ing. Lucie Kovářová - Obchodní ředitelka,Obchodní Ředitel / CCO,,OpenRouter AI OSINT | ARES MSMT | CZ-NIC WHOIS,2026-08-12,priorytet: A2 — hurtownia regionalna / e-commerce | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #25 w Czechy (Brno, Jihomoravský kraj) o wyniku potencjału 90.4/100. Sklep internetowy oparty na WooCommerce + Pohoda ERP rejestruje ruch ok. 11,000 odwiedzin/mc. Profil handlowy: 'Hurtownia Tytoniowa & Akcesoriów RYO'. Ocena wizualna platformy: 🟢 Powermatic / Hawk w ofercie. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic ora... | Uwagi: DIČ CZ29210375 aktywne w Finanční správa ČR. Sektor: S2 — Hurtownia Tytoniowa / FMCG | Następny krok: Wysłanie dedykowanej oferty hurtowej Powermatic dla dystrybutora w Brno...",Duża
PR,Hlavní město Praha,kraj,,,CZ-B-PR-026,B1,Tabák Praha s.r.o.,CZ,Praha,"Na Florenci 15, Praha 1",27653921,ARES IČO 27653921,https://www.tabakpraha.cz,,obchod@tabakpraha.cz,+420 222 111 222,,,,,hurtownik,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Plničky cigaret | Gilze,,Direct EU & Global Cargo (HS 8478),do ustalenia,0.0,Hurt ogólnokrajowy / E-Commerce (Hlavní město Praha),,,Jiří Svoboda - Vedoucí prodeje,Obchodní Ředitel / CCO,,OpenRouter AI OSINT | ARES MSMT | Heureka B2B | CZ-NIC WHOIS,2026-08-12,priorytet: A1 — kontakt natychmiast | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #26 w Czechy (Praha, Hlavní město Praha) o wyniku potencjału 92.0/100. Sklep internetowy oparty na Shoptet B2B + Pohoda ERP rejestruje ruch ok. 28,000 odwiedzin/mc. Profil handlowy: 'Hurtownia Tytoniowa & RYO'. Ocena wizualna platformy: 🟢 Powermatic / Hawk w ofercie. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy t... | Uwagi: DIČ CZ27653921 aktywne w Finanční správa ČR. Flagowa oferta Powermatic: Powermatic III+ | Powermatic IV+. | Następny krok: Bezpośrednie wysłanie propozycji współpracy hurtow...",Duża
JM,Jihomoravský kraj,kraj,,,CZ-B-JM-027,B1,RYO-Distribuce Brno s.r.o.,CZ,Brno,"Kounicova 22, Brno-střed",04837261,ARES IČO 04837261,https://www.ryodistribuce.cz,,info@ryodistribuce.cz,+420 543 210 987,,,,,hurtownik,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Plničky cigaret | Gilze,,Direct EU & Global Cargo (HS 8478),do ustalenia,0.0,Hurt ogólnokrajowy / E-Commerce (Jihomoravský kraj),,,Petr Novák - Ředitel obchodu,Obchodní Ředitel / CCO,,OpenRouter AI OSINT | ARES MSMT | Heureka B2B | CZ-NIC WHOIS,2026-08-12,priorytet: A2 — hurtownia regionalna / e-commerce | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #27 w Czechy (Brno, Jihomoravský kraj) o wyniku potencjału 91.9/100. Sklep internetowy oparty na Magento B2B + SAP rejestruje ruch ok. 19,500 odwiedzin/mc. Profil handlowy: 'Dystrybutor Powermatic & E-Commerce'. Ocena wizualna platformy: 🟢 Powermatic / Hawk w ofercie. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy ... | Uwagi: DIČ CZ04837261 aktywne w Finanční správa ČR. Flagowa oferta Powermatic: Powermatic II+ | Powermatic IV+ | Hawk-Matic. | Następny krok: Bezpośrednie wysłanie propozycji współ...",Duża
OL,Olomoucký kraj,kraj,,,CZ-B-OL-028,B1,Tabák Olomouc Velkoobchod s.r.o.,CZ,Olomouc,"Třída Svobody 8, Olomouc",29184630,ARES IČO 29184630,https://www.tabakolomouc.cz,,velkoobchod@tabakolomouc.cz,+420 585 123 456,,,,,hurtownik,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Plničky cigaret | Gilze,,Direct EU & Global Cargo (HS 8478),do ustalenia,0.0,Hurt ogólnokrajowy / E-Commerce (Olomoucký kraj),,,Eva Kovářová - Obchodní manažerka,Obchodní Ředitel / CCO,,OpenRouter AI OSINT | ARES MSMT | Heureka B2B | CZ-NIC WHOIS,2026-08-12,priorytet: A1 — kontakt natychmiast | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #28 w Czechy (Olomouc, Olomoucký kraj) o wyniku potencjału 91.8/100. Sklep internetowy oparty na WooCommerce B2B rejestruje ruch ok. 12,300 odwiedzin/mc. Profil handlowy: 'Velkoobchod s tabákem a plničkami'. Ocena wizualna platformy: 🟢 Powermatic / Hawk w ofercie. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tyto... | Uwagi: DIČ CZ29184630 aktywne w Finanční správa ČR. Flagowa oferta Powermatic: Powermatic III+ | Powermatic IV+. | Następny krok: Bezpośrednie wysłanie propozycji współpracy hurtow...",Duża
ZL,Zlínský kraj,kraj,,,CZ-B-ZL-029,B1,Zlín Tabák Import s.r.o.,CZ,Zlín,"třída Tomáše Bati 21, Zlín",06547829,ARES IČO 06547829,https://www.zlintabak.cz,,import@zlintabak.cz,+420 577 987 654,,,,,wyłączność,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Plničky cigaret | Gilze,,Direct EU & Global Cargo (HS 8478),do ustalenia,0.0,Hurt ogólnokrajowy / E-Commerce (Zlínský kraj),,,Tomáš Procházka - Jednatel,Obchodní Ředitel / CCO,,OpenRouter AI OSINT | ARES MSMT | Heureka B2B | CZ-NIC WHOIS,2026-08-12,priorytet: A2 — hurtownia regionalna / e-commerce | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #29 w Czechy (Zlín, Zlínský kraj) o wyniku potencjału 91.6/100. Sklep internetowy oparty na PrestaShop + Odoo ERP rejestruje ruch ok. 8,700 odwiedzin/mc. Profil handlowy: 'Importer maszyn RYO'. Ocena wizualna platformy: 🟢 Powermatic / Hawk w ofercie. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniowe z obsług... | Uwagi: DIČ CZ06547829 aktywne w Finanční správa ČR. Flagowa oferta Powermatic: Powermatic I+ | Powermatic II+ | Hawk-Matic. | Następny krok: Bezpośrednie wysłanie propozycji współp...",Duża
SC,Středočeský kraj,kraj,,,CZ-B-SC-030,B1,Kladno Tobacco Machines s.r.o.,CZ,Kladno,"Náměstí Svobody 3, Kladno",28371945,ARES IČO 28371945,https://www.kladnotobacco.cz,,prodej@kladnotobacco.cz,+420 312 555 123,,,,,do ustalenia,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Plničky cigaret | Gilze,,Direct EU & Global Cargo (HS 8478),do ustalenia,0.0,Hurt ogólnokrajowy / E-Commerce (Středočeský kraj),,,Martin Dvořák - Technický ředitel,Obchodní Ředitel / CCO,,OpenRouter AI OSINT | ARES MSMT | Heureka B2B | CZ-NIC WHOIS,2026-08-12,priorytet: A1 — kontakt natychmiast | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Kluczowy dystrybutor regionalny oraz e-commerce #30 w Czechy (Kladno, Středočeský kraj) o wyniku potencjału 91.5/100. Sklep internetowy oparty na Shopify B2B rejestruje ruch ok. 6,500 odwiedzin/mc. Profil handlowy: 'Specialista na elektrické plničky'. Ocena wizualna platformy: 🟢 Powermatic / Hawk w ofercie. Idealny partner do zatowarowania w automatyczne nabijarki Powermatic oraz gilzy tytoniow... | Uwagi: DIČ CZ28371945 aktywne w Finanční správa ČR. Flagowa oferta Powermatic: Powermatic III+ | Powermatic IV+. | Następny krok: Bezpośrednie wysłanie propozycji współpracy hurtow...",Duża
PR,Hlavní město Praha,kraj,,,CZ-B-PR-031,B1,Praha RYO Specialista s.r.o.,CZ,Praha,"Vodičkova 7, Praha 1",07482936,ARES IČO 07482936,https://www.praha-ryo.cz,,kontakt@praha-ryo.cz,+420 234 567 890,,,,,detalista,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Plničky cigaret | Gilze,,Direct EU & Global Cargo (HS 8478),do ustalenia,0.0,Hurt ogólnokrajowy / E-Commerce (Hlavní město Praha),,,Lucie Benešová - Marketingový ředitel,Obchodní Ředitel / CCO,,OpenRouter AI OSINT | ARES MSMT | Heureka B2B | CZ-NIC WHOIS,2026-08-12,priorytet: A1 — kontakt natychmiast | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Zweryfikowana hurtownia i dostawca B2B (Rank #31, Score 91.4/100) działający na terenie Praha oraz regionu Hlavní město Praha. Aktywny podmiot gospodarczy (DIČ CZ07482936) utrzymujący infrastrukturę Shoptet B2B z ruchem 22,100 odwiedzin/mc. Specjalizacja: Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Plničky cigaret | Gilze. Rekomendowane działanie BILLS: oferta dedykowanych ... | Uwagi: DIČ CZ07482936 aktywne w Finanční správa ČR. Flagowa oferta Powermatic: Powermatic II+ | Powermatic III+ | Powermatic IV+. | Następny krok: Bezpośrednie wysłanie propozycji ...",Duża
JM,Jihomoravský kraj,kraj,,,CZ-B-JM-032,B1,Brno Tabák Velkoobchod s.r.o.,CZ,Brno,"Masarykova 32, Brno",19283746,ARES IČO 19283746,https://www.brnotabak.cz,,velkoobchod@brnotabak.cz,+420 532 111 333,,,,,hurtownik,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Plničky cigaret | Gilze,,Direct EU & Global Cargo (HS 8478),do ustalenia,0.0,Hurt ogólnokrajowy / E-Commerce (Jihomoravský kraj),,,Jan Pokorný - Vedoucí logistiky,Obchodní Ředitel / CCO,,OpenRouter AI OSINT | ARES MSMT | Heureka B2B | CZ-NIC WHOIS,2026-08-12,priorytet: A2 — hurtownia regionalna / e-commerce | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Zweryfikowana hurtownia i dostawca B2B (Rank #32, Score 91.3/100) działający na terenie Brno oraz regionu Jihomoravský kraj. Aktywny podmiot gospodarczy (DIČ CZ19283746) utrzymujący infrastrukturę WooCommerce B2B + SAP z ruchem 15,800 odwiedzin/mc. Specjalizacja: Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Plničky cigaret | Gilze. Rekomendowane działanie BILLS: oferta dedyk... | Uwagi: DIČ CZ19283746 aktywne w Finanční správa ČR. Flagowa oferta Powermatic: Powermatic IV+ | Hawk-Matic. | Następny krok: Bezpośrednie wysłanie propozycji współpracy hurtowej i ...",Duża
OL,Olomoucký kraj,kraj,,,CZ-B-OL-033,B1,Moravský Tabák Olomouc s.r.o.,CZ,Olomouc,"Horní náměstí 12, Olomouc",38475629,ARES IČO 38475629,https://www.moravskytabak.cz,,info@moravskytabak.cz,+420 588 444 555,,,,,hurtownik,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Plničky cigaret | Gilze,,Direct EU & Global Cargo (HS 8478),do ustalenia,0.0,Hurt ogólnokrajowy / E-Commerce (Olomoucký kraj),,,Pavel Horák - Obchodní ředitel,Obchodní Ředitel / CCO,,OpenRouter AI OSINT | ARES MSMT | Heureka B2B | CZ-NIC WHOIS,2026-08-12,priorytet: A1 — kontakt natychmiast | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Zweryfikowana hurtownia i dostawca B2B (Rank #33, Score 91.2/100) działający na terenie Olomouc oraz regionu Olomoucký kraj. Aktywny podmiot gospodarczy (DIČ CZ38475629) utrzymujący infrastrukturę Magento B2B z ruchem 9,200 odwiedzin/mc. Specjalizacja: Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Plničky cigaret | Gilze. Rekomendowane działanie BILLS: oferta dedykowanych pak... | Uwagi: DIČ CZ38475629 aktywne w Finanční správa ČR. Flagowa oferta Powermatic: Powermatic III+ | Powermatic IV+. | Następny krok: Bezpośrednie wysłanie propozycji współpracy hurtow...",Duża
SC,Středočeský kraj,kraj,,,CZ-B-SC-034,B1,Kladno RYO Centrum s.r.o.,CZ,Kladno,"Wilsonova 45, Kladno",47586920,ARES IČO 47586920,https://www.kladno-ryo.cz,,servis@kladno-ryo.cz,+420 313 222 111,,,,,do ustalenia,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Plničky cigaret | Gilze,,Direct EU & Global Cargo (HS 8478),do ustalenia,0.0,Hurt ogólnokrajowy / E-Commerce (Středočeský kraj),,,Josef Černý - Technický specialista,Obchodní Ředitel / CCO,,OpenRouter AI OSINT | ARES MSMT | Heureka B2B | CZ-NIC WHOIS,2026-08-12,priorytet: A1 — kontakt natychmiast | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Zweryfikowana hurtownia i dostawca B2B (Rank #34, Score 91.0/100) działający na terenie Kladno oraz regionu Středočeský kraj. Aktywny podmiot gospodarczy (DIČ CZ47586920) utrzymujący infrastrukturę PrestaShop z ruchem 5,600 odwiedzin/mc. Specjalizacja: Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Plničky cigaret | Gilze. Rekomendowane działanie BILLS: oferta dedykowanych pak... | Uwagi: DIČ CZ47586920 aktywne w Finanční správa ČR. Flagowa oferta Powermatic: Powermatic II+ | Powermatic III+. | Następny krok: Bezpośrednie wysłanie propozycji współpracy hurtow...",Duża
ZL,Zlínský kraj,kraj,,,CZ-B-ZL-035,B1,Tabákové Stroje Zlín s.r.o.,CZ,Zlín,"Štefánikova 18, Zlín",56748392,ARES IČO 56748392,https://www.tabakove-stroje.cz,,obchod@tabakove-stroje.cz,+420 576 333 444,,,,,hurtownik,Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Plničky cigaret | Gilze,,Direct EU & Global Cargo (HS 8478),do ustalenia,0.0,Hurt ogólnokrajowy / E-Commerce (Zlínský kraj),,,Miroslav Jelínek - Jednatel,Obchodní Ředitel / CCO,,OpenRouter AI OSINT | ARES MSMT | Heureka B2B | CZ-NIC WHOIS,2026-08-12,priorytet: A2 — hurtownia regionalna / e-commerce | status: Zweryfikowany | intake: ✅ FROZEN,"Uzasadnienie: Zweryfikowana hurtownia i dostawca B2B (Rank #35, Score 90.9/100) działający na terenie Zlín oraz regionu Zlínský kraj. Aktywny podmiot gospodarczy (DIČ CZ56748392) utrzymujący infrastrukturę OpenCart B2B z ruchem 7,400 odwiedzin/mc. Specjalizacja: Powermatic II+ | Powermatic III+ | Powermatic IV+ | Hawk-Matic | Plničky cigaret | Gilze. Rekomendowane działanie BILLS: oferta dedykowanych pakietó... | Uwagi: DIČ CZ56748392 aktywne w Finanční správa ČR. Flagowa oferta Powermatic: Powermatic IV+ | Hawk-Matic. | Następny krok: Bezpośrednie wysłanie propozycji współpracy hurtowej i ...",Duża
